date,weightclass,fighter,rank
2019-11-04,Women's Flyweight,Jennifer Maia,5
2019-11-04,Women's Flyweight,Viviane Araujo,6
2019-11-04,Women's Flyweight,Andrea Lee,7
2019-11-04,Women's Flyweight,Lauren Murphy,8
2019-11-04,Women's Flyweight,Roxanne Modafferi,9
2019-11-04,Women's Flyweight,Maycee Barber,10
2019-11-04,Women's Flyweight,Alexis Davis,11
2019-11-04,Women's Flyweight,Montana De La Rosa,12
2019-11-04,Women's Flyweight,Antonina Shevchenko,13
2019-11-04,Women's Flyweight,Mara Romero Borella,14
2019-11-04,Women's Flyweight,Paige VanZant,15
2019-11-04,Women's Bantamweight,Amanda Nunes,0
2019-11-04,Women's Bantamweight,Germaine de Randamie,1
2019-11-04,Women's Bantamweight,Ketlen Vieira,2
2019-11-04,Women's Bantamweight,Holly Holm,3
2019-11-04,Women's Bantamweight,Julianna Peña,4
2019-11-04,Women's Bantamweight,Aspen Ladd,5
2019-11-04,Women's Bantamweight,Raquel Pennington,6
2019-11-04,Women's Bantamweight,Yana Kunitskaya,7
2019-11-04,Women's Bantamweight,Irene Aldana,8
2019-11-04,Women's Bantamweight,Marion Reneau,9
2019-11-04,Women's Bantamweight,Sara McMann,10
2019-11-04,Women's Bantamweight,Lina Lansberg,11
2019-11-04,Women's Bantamweight,Macy Chiasson,12
2019-11-04,Women's Bantamweight,Bethe Correia,13
2019-11-04,Women's Bantamweight,Nicco Montano,14
2019-11-04,Women's Bantamweight,Sijara Eubanks,15
2019-11-04,Women's Featherweight,Amanda Nunes,0
2019-11-11,Pound-for-Pound,Jon Jones,1
2019-11-11,Pound-for-Pound,Khabib Nurmagomedov,2
2019-11-11,Pound-for-Pound,Henry Cejudo,3
2019-11-11,Pound-for-Pound,Stipe Miocic,4
2019-11-11,Pound-for-Pound,Amanda Nunes,5
2019-11-11,Pound-for-Pound,Daniel Cormier,6
2019-11-11,Pound-for-Pound,Max Holloway,7
2019-11-11,Pound-for-Pound,Israel Adesanya,8
2019-11-11,Pound-for-Pound,Tony Ferguson,9
2019-11-11,Pound-for-Pound,Kamaru Usman,10
2019-11-11,Pound-for-Pound,Valentina Shevchenko,11
2019-11-11,Pound-for-Pound,Dustin Poirier,12
2019-11-11,Pound-for-Pound,Conor McGregor,12
2019-11-11,Pound-for-Pound,Robert Whittaker,14
2019-11-11,Pound-for-Pound,Tyron Woodley,15
2019-11-11,Flyweight,Henry Cejudo,0
2019-11-11,Flyweight,Joseph Benavidez,1
2019-11-11,Flyweight,Jussier Formiga,2
2019-11-11,Flyweight,Deiveson Figueiredo,3
2019-11-11,Flyweight,Alexandre Pantoja,4
2019-11-11,Flyweight,Brandon Moreno,5
2019-11-11,Flyweight,Kai Kara France,6
2019-11-11,Flyweight,Rogerio Bontorin,7
2019-11-11,Flyweight,Tim Elliott,8
2019-11-11,Flyweight,Matt Schnell,9
2019-11-11,Flyweight,Jordan Espinosa,10
2019-11-11,Flyweight,Alex Perez,11
2019-11-11,Flyweight,Askar Askarov,12
2019-11-11,Flyweight,Ryan Benoit,13
2019-11-11,Flyweight,Mark De La Rosa,14
2019-11-11,Flyweight,Raulian Paiva,15
2019-11-11,Bantamweight,Henry Cejudo,0
2019-11-11,Bantamweight,Marlon Moraes,1
2019-11-11,Bantamweight,Aljamain Sterling,2
2019-11-11,Bantamweight,Cory Sandhagen,3
2019-11-11,Bantamweight,Petr Yan,4
2019-11-11,Bantamweight,Raphael Assuncao,5
2019-11-11,Bantamweight,Pedro Munhoz,6
2019-11-11,Bantamweight,Jimmie Rivera,7
2019-11-11,Bantamweight,Cody Garbrandt,8
2019-11-11,Bantamweight,Cody Stamann,9
2019-11-11,Bantamweight,Rob Font,10
2019-11-11,Bantamweight,John Dodson,11
2019-11-11,Bantamweight,Urijah Faber,12
2019-11-11,Bantamweight,Song Yadong,13
2019-11-11,Bantamweight,Marlon Vera,14
2019-11-11,Bantamweight,Casey Kenney,15
2019-11-11,Featherweight,Max Holloway,0
2019-11-11,Featherweight,Alexander Volkanovski,1
2019-11-11,Featherweight,Brian Ortega,2
2019-11-11,Featherweight,Jose Aldo,3
2019-11-11,Featherweight,Zabit Magomedsharipov,4
2019-11-11,Featherweight,Frankie Edgar,5
2019-11-11,Featherweight,Yair Rodriguez,6
2019-11-11,Featherweight,Chan Sung Jung,7
2019-11-11,Featherweight,Renato Moicano,8
2019-11-11,Featherweight,Jeremy Stephens,9
2019-11-11,Featherweight,Josh Emmett,10
2019-11-11,Featherweight,Calvin Kattar,11
2019-11-11,Featherweight,Shane Burgos,12
2019-11-11,Featherweight,Mirsad Bektic,13
2019-11-11,Featherweight,Arnold Allen,14
2019-11-11,Featherweight,Ryan Hall,15
2019-11-11,Lightweight,Khabib Nurmagomedov,0
2019-11-11,Lightweight,Tony Ferguson,1
2019-11-11,Lightweight,Dustin Poirier,2
2019-11-11,Lightweight,Conor McGregor,3
2019-11-11,Lightweight,Justin Gaethje,4
2019-11-11,Lightweight,Donald Cerrone,5
2019-11-11,Lightweight,Paul Felder,6
2019-11-11,Lightweight,Dan Hooker,7
2019-11-11,Lightweight,Kevin Lee,8
2019-11-11,Lightweight,Al Iaquinta,9
2019-11-11,Lightweight,Edson Barboza,10
2019-11-11,Lightweight,Anthony Pettis,11
2019-11-11,Lightweight,Gregor Gillespie,12
2019-11-11,Lightweight,Charles Oliveira,13
2019-11-11,Lightweight,Alexander Hernandez,14
2019-11-11,Lightweight,Islam Makhachev,15
2019-11-11,Welterweight,Kamaru Usman,0
2019-11-11,Welterweight,Tyron Woodley,1
2019-11-11,Welterweight,Colby Covington,2
2019-11-11,Welterweight,Jorge Masvidal,3
2019-11-11,Welterweight,Leon Edwards,4
2019-11-11,Welterweight,Rafael Dos Anjos,5
2019-11-11,Welterweight,Demian Maia,6
2019-11-11,Welterweight,Santiago Ponzinibbio,7
2019-11-11,Welterweight,Stephen Thompson,8
2019-11-11,Welterweight,Nate Diaz,9
2019-11-11,Welterweight,Anthony Pettis,10
2019-11-11,Welterweight,Robbie Lawler,11
2019-11-11,Welterweight,Ben Askren,12
2019-11-11,Welterweight,Vicente Luque,13
2019-11-11,Welterweight,Gilbert Burns,14
2019-11-11,Welterweight,Geoff Neal,15
2019-11-11,Middleweight,Israel Adesanya,0
2019-11-11,Middleweight,Robert Whittaker,1
2019-11-11,Middleweight,Paulo Costa,2
2019-11-11,Middleweight,Yoel Romero,3
2019-11-11,Middleweight,Jared Cannonier,4
2019-11-11,Middleweight,Darren Till,5
2019-11-11,Middleweight,Jack Hermansson,6
2019-11-11,Middleweight,Kelvin Gastelum,7
2019-11-11,Middleweight,Ronaldo Souza,8
2019-11-11,Middleweight,Derek Brunson,9
2019-11-11,Middleweight,Edmen Shahbazyan,10
2019-11-11,Middleweight,Ian Heinisch,11
2019-11-11,Middleweight,Uriah Hall,12
2019-11-11,Middleweight,Brad Tavares,13
2019-11-11,Middleweight,Antonio Carlos Junior,14
2019-11-11,Middleweight,Omari Akhmedov,15
2019-11-11,Light Heavyweight,Jon Jones,0
2019-11-11,Light Heavyweight,Daniel Cormier,1
2019-11-11,Light Heavyweight,Thiago Santos,2
2019-11-11,Light Heavyweight,Anthony Smith,3
2019-11-11,Light Heavyweight,Dominick Reyes,4
2019-11-11,Light Heavyweight,Corey Anderson,5
2019-11-11,Light Heavyweight,Jan Blachowicz,6
2019-11-11,Light Heavyweight,Alexander Gustafsson,7
2019-11-11,Light Heavyweight,Volkan Oezdemir,8
2019-11-11,Light Heavyweight,Glover Teixeira,9
2019-11-11,Light Heavyweight,Aleksandar Rakic,10
2019-11-11,Light Heavyweight,Johnny Walker,11
2019-11-11,Light Heavyweight,Ilir Latifi,12
2019-11-11,Light Heavyweight,Misha Cirkunov,13
2019-11-11,Light Heavyweight,Mauricio Rua,14
2019-11-11,Light Heavyweight,Nikita Krylov,15
2019-11-11,Heavyweight,Stipe Miocic,0
2019-11-11,Heavyweight,Daniel Cormier,1
2019-11-11,Heavyweight,Francis Ngannou,2
2019-11-11,Heavyweight,Curtis Blaydes,3
2019-11-11,Heavyweight,Junior Dos Santos,4
2019-11-11,Heavyweight,Derrick Lewis,5
2019-11-11,Heavyweight,Alistair Overeem,6
2019-11-11,Heavyweight,Alexander Volkov,6
2019-11-11,Heavyweight,Walt Harris,8
2019-11-11,Heavyweight,Shamil Abdurakhimov,9
2019-11-11,Heavyweight,Blagoy Ivanov,10
2019-11-11,Heavyweight,Aleksei Oleinik,11
2019-11-11,Heavyweight,Augusto Sakai,12
2019-11-11,Heavyweight,Sergei Pavlovich,13
2019-11-11,Heavyweight,Jairzinho Rozenstruik,14
2019-11-11,Heavyweight,Maurice Greene,15
2019-11-11,Women's Strawweight,Weili Zhang,0
2019-11-11,Women's Strawweight,Jessica Andrade,1
2019-11-11,Women's Strawweight,Rose Namajunas,2
2019-11-11,Women's Strawweight,Tatiana Suarez,3
2019-11-11,Women's Strawweight,Joanna Jedrzejczyk,4
2019-11-11,Women's Strawweight,Nina Nunes,5
2019-11-11,Women's Strawweight,Claudia Gadelha,6
2019-11-11,Women's Strawweight,Carla Esparza,7
2019-11-11,Women's Strawweight,Michelle Waterson,8
2019-11-11,Women's Strawweight,Marina Rodriguez,9
2019-11-11,Women's Strawweight,Cynthia Calvillo,10
2019-11-11,Women's Strawweight,Alexa Grasso,11
2019-11-11,Women's Strawweight,Felice Herrig,12
2019-11-11,Women's Strawweight,Tecia Torres,13
2019-11-11,Women's Strawweight,Karolina Kowalkiewicz,14
2019-11-11,Women's Strawweight,Amanda Ribas,15
2019-11-11,Women's Flyweight,Valentina Shevchenko,0
2019-11-11,Women's Flyweight,Katlyn Chookagian,1
2019-11-11,Women's Flyweight,Jessica Eye,2
2019-11-11,Women's Flyweight,Joanne Calderwood,3
2019-11-11,Women's Flyweight,Liz Carmouche,4
2019-11-11,Women's Flyweight,Jennifer Maia,5
2019-11-11,Women's Flyweight,Viviane Araujo,6
2019-11-11,Women's Flyweight,Andrea Lee,7
2019-11-11,Women's Flyweight,Lauren Murphy,8
2019-11-11,Women's Flyweight,Roxanne Modafferi,9
2019-11-11,Women's Flyweight,Maycee Barber,10
2019-11-11,Women's Flyweight,Alexis Davis,11
2019-11-11,Women's Flyweight,Montana De La Rosa,12
2019-11-11,Women's Flyweight,Antonina Shevchenko,13
2019-11-11,Women's Flyweight,Mara Romero Borella,14
2019-11-11,Women's Flyweight,Paige VanZant,15
2019-11-11,Women's Bantamweight,Amanda Nunes,0
2019-11-11,Women's Bantamweight,Germaine de Randamie,1
2019-11-11,Women's Bantamweight,Ketlen Vieira,2
2019-11-11,Women's Bantamweight,Holly Holm,3
2019-11-11,Women's Bantamweight,Julianna Peña,4
2019-11-11,Women's Bantamweight,Aspen Ladd,5
2019-11-11,Women's Bantamweight,Raquel Pennington,6
2019-11-11,Women's Bantamweight,Yana Kunitskaya,7
2019-11-11,Women's Bantamweight,Marion Reneau,8
2019-11-11,Women's Bantamweight,Sara McMann,9
2019-11-11,Women's Bantamweight,Irene Aldana,10
2019-11-11,Women's Bantamweight,Lina Lansberg,11
2019-11-11,Women's Bantamweight,Macy Chiasson,12
2019-11-11,Women's Bantamweight,Bethe Correia,13
2019-11-11,Women's Bantamweight,Nicco Montano,14
2019-11-11,Women's Bantamweight,Sijara Eubanks,15
2019-11-11,Women's Featherweight,Amanda Nunes,0
2019-11-18,Pound-for-Pound,Jon Jones,1
2019-11-18,Pound-for-Pound,Khabib Nurmagomedov,2
2019-11-18,Pound-for-Pound,Henry Cejudo,3
2019-11-18,Pound-for-Pound,Stipe Miocic,4
2019-11-18,Pound-for-Pound,Amanda Nunes,5
2019-11-18,Pound-for-Pound,Daniel Cormier,6
2019-11-18,Pound-for-Pound,Max Holloway,7
2019-11-18,Pound-for-Pound,Israel Adesanya,8
2019-11-18,Pound-for-Pound,Tony Ferguson,9
2019-11-18,Pound-for-Pound,Kamaru Usman,10
2019-11-18,Pound-for-Pound,Valentina Shevchenko,11
2019-11-18,Pound-for-Pound,Dustin Poirier,12
2019-11-18,Pound-for-Pound,Robert Whittaker,13
2019-11-18,Pound-for-Pound,Conor McGregor,14
2019-11-18,Pound-for-Pound,Tyron Woodley,15
2019-11-18,Flyweight,Henry Cejudo,0
2019-11-18,Flyweight,Joseph Benavidez,1
2019-11-18,Flyweight,Jussier Formiga,2
2019-11-18,Flyweight,Deiveson Figueiredo,3
2019-11-18,Flyweight,Alexandre Pantoja,4
2019-11-18,Flyweight,Brandon Moreno,5
2019-11-18,Flyweight,Kai Kara France,6
2019-11-18,Flyweight,Rogerio Bontorin,7
2019-11-18,Flyweight,Tim Elliott,8
2019-11-18,Flyweight,Matt Schnell,9
2019-11-18,Flyweight,Jordan Espinosa,10
2019-11-18,Flyweight,Alex Perez,11
2019-11-18,Flyweight,Askar Askarov,12
2019-11-18,Flyweight,Ryan Benoit,13
2019-11-18,Flyweight,Mark De La Rosa,14
2019-11-18,Flyweight,Raulian Paiva,15
2019-11-18,Bantamweight,Henry Cejudo,0
2019-11-18,Bantamweight,Marlon Moraes,1
2019-11-18,Bantamweight,Aljamain Sterling,2
2019-11-18,Bantamweight,Cory Sandhagen,3
2019-11-18,Bantamweight,Petr Yan,4
2019-11-18,Bantamweight,Raphael Assuncao,5
2019-11-18,Bantamweight,Pedro Munhoz,6
2019-11-18,Bantamweight,Jimmie Rivera,7
2019-11-18,Bantamweight,Cody Garbrandt,8
2019-11-18,Bantamweight,Cody Stamann,9
2019-11-18,Bantamweight,Rob Font,10
2019-11-18,Bantamweight,John Dodson,11
2019-11-18,Bantamweight,Urijah Faber,12
2019-11-18,Bantamweight,Song Yadong,13
2019-11-18,Bantamweight,Marlon Vera,14
2019-11-18,Bantamweight,Casey Kenney,15
2019-11-18,Featherweight,Max Holloway,0
2019-11-18,Featherweight,Alexander Volkanovski,1
2019-11-18,Featherweight,Brian Ortega,2
2019-11-18,Featherweight,Jose Aldo,3
2019-11-18,Featherweight,Zabit Magomedsharipov,4
2019-11-18,Featherweight,Frankie Edgar,5
2019-11-18,Featherweight,Yair Rodriguez,6
2019-11-18,Featherweight,Chan Sung Jung,7
2019-11-18,Featherweight,Renato Moicano,8
2019-11-18,Featherweight,Jeremy Stephens,9
2019-11-18,Featherweight,Josh Emmett,10
2019-11-18,Featherweight,Calvin Kattar,11
2019-11-18,Featherweight,Shane Burgos,12
2019-11-18,Featherweight,Mirsad Bektic,13
2019-11-18,Featherweight,Arnold Allen,14
2019-11-18,Featherweight,Ryan Hall,15
2019-11-18,Lightweight,Khabib Nurmagomedov,0
2019-11-18,Lightweight,Tony Ferguson,1
2019-11-18,Lightweight,Dustin Poirier,2
2019-11-18,Lightweight,Conor McGregor,3
2019-11-18,Lightweight,Justin Gaethje,4
2019-11-18,Lightweight,Donald Cerrone,5
2019-11-18,Lightweight,Paul Felder,6
2019-11-18,Lightweight,Dan Hooker,7
2019-11-18,Lightweight,Kevin Lee,8
2019-11-18,Lightweight,Al Iaquinta,9
2019-11-18,Lightweight,Edson Barboza,10
2019-11-18,Lightweight,Anthony Pettis,11
2019-11-18,Lightweight,Gregor Gillespie,12
2019-11-18,Lightweight,Charles Oliveira,13
2019-11-18,Lightweight,Alexander Hernandez,14
2019-11-18,Lightweight,Islam Makhachev,15
2019-11-18,Welterweight,Kamaru Usman,0
2019-11-18,Welterweight,Tyron Woodley,1
2019-11-18,Welterweight,Colby Covington,2
2019-11-18,Welterweight,Jorge Masvidal,3
2019-11-18,Welterweight,Leon Edwards,4
2019-11-18,Welterweight,Rafael Dos Anjos,5
2019-11-18,Welterweight,Demian Maia,6
2019-11-18,Welterweight,Santiago Ponzinibbio,7
2019-11-18,Welterweight,Stephen Thompson,8
2019-11-18,Welterweight,Nate Diaz,9
2019-11-18,Welterweight,Anthony Pettis,10
2019-11-18,Welterweight,Robbie Lawler,11
2019-11-18,Welterweight,Vicente Luque,12
2019-11-18,Welterweight,Gilbert Burns,13
2019-11-18,Welterweight,Geoff Neal,14
2019-11-18,Welterweight,Neil Magny,15
2019-11-18,Middleweight,Israel Adesanya,0
2019-11-18,Middleweight,Robert Whittaker,1
2019-11-18,Middleweight,Paulo Costa,2
2019-11-18,Middleweight,Yoel Romero,3
2019-11-18,Middleweight,Jared Cannonier,4
2019-11-18,Middleweight,Darren Till,5
2019-11-18,Middleweight,Jack Hermansson,6
2019-11-18,Middleweight,Kelvin Gastelum,7
2019-11-18,Middleweight,Derek Brunson,8
2019-11-18,Middleweight,Edmen Shahbazyan,9
2019-11-18,Middleweight,Ian Heinisch,10
2019-11-18,Middleweight,Uriah Hall,11
2019-11-18,Middleweight,Brad Tavares,12
2019-11-18,Middleweight,Antonio Carlos Junior,13
2019-11-18,Middleweight,Omari Akhmedov,14
2019-11-18,Middleweight,Anderson Silva,15
2019-11-18,Light Heavyweight,Jon Jones,0
2019-11-18,Light Heavyweight,Thiago Santos,1
2019-11-18,Light Heavyweight,Daniel Cormier,2
2019-11-18,Light Heavyweight,Anthony Smith,3
2019-11-18,Light Heavyweight,Dominick Reyes,4
2019-11-18,Light Heavyweight,Corey Anderson,5
2019-11-18,Light Heavyweight,Jan Blachowicz,6
2019-11-18,Light Heavyweight,Alexander Gustafsson,7
2019-11-18,Light Heavyweight,Volkan Oezdemir,8
2019-11-18,Light Heavyweight,Glover Teixeira,9
2019-11-18,Light Heavyweight,Aleksandar Rakic,10
2019-11-18,Light Heavyweight,Johnny Walker,11
2019-11-18,Light Heavyweight,Ilir Latifi,12
2019-11-18,Light Heavyweight,Misha Cirkunov,13
2019-11-18,Light Heavyweight,Nikita Krylov,14
2019-11-18,Light Heavyweight,Ronaldo Souza,15
2019-11-18,Heavyweight,Stipe Miocic,0
2019-11-18,Heavyweight,Daniel Cormier,1
2019-11-18,Heavyweight,Francis Ngannou,2
2019-11-18,Heavyweight,Curtis Blaydes,3
2019-11-18,Heavyweight,Junior Dos Santos,4
2019-11-18,Heavyweight,Derrick Lewis,5
2019-11-18,Heavyweight,Alistair Overeem,6
2019-11-18,Heavyweight,Alexander Volkov,6
2019-11-18,Heavyweight,Walt Harris,8
2019-11-18,Heavyweight,Shamil Abdurakhimov,9
2019-11-18,Heavyweight,Blagoy Ivanov,10
2019-11-18,Heavyweight,Aleksei Oleinik,11
2019-11-18,Heavyweight,Augusto Sakai,12
2019-11-18,Heavyweight,Sergei Pavlovich,13
2019-11-18,Heavyweight,Jairzinho Rozenstruik,14
2019-11-18,Heavyweight,Maurice Greene,15
2019-11-18,Women's Strawweight,Weili Zhang,0
2019-11-18,Women's Strawweight,Jessica Andrade,1
2019-11-18,Women's Strawweight,Rose Namajunas,2
2019-11-18,Women's Strawweight,Tatiana Suarez,3
2019-11-18,Women's Strawweight,Joanna Jedrzejczyk,4
2019-11-18,Women's Strawweight,Nina Nunes,5
2019-11-18,Women's Strawweight,Claudia Gadelha,6
2019-11-18,Women's Strawweight,Carla Esparza,7
2019-11-18,Women's Strawweight,Michelle Waterson,8
2019-11-18,Women's Strawweight,Marina Rodriguez,9
2019-11-18,Women's Strawweight,Cynthia Calvillo,10
2019-11-18,Women's Strawweight,Alexa Grasso,11
2019-11-18,Women's Strawweight,Felice Herrig,12
2019-11-18,Women's Strawweight,Tecia Torres,13
2019-11-18,Women's Strawweight,Karolina Kowalkiewicz,14
2019-11-18,Women's Strawweight,Amanda Ribas,15
2019-11-18,Women's Flyweight,Valentina Shevchenko,0
2019-11-18,Women's Flyweight,Katlyn Chookagian,1
2019-11-18,Women's Flyweight,Jessica Eye,2
2019-11-18,Women's Flyweight,Joanne Calderwood,3
2019-11-18,Women's Flyweight,Liz Carmouche,4
2019-11-18,Women's Flyweight,Jennifer Maia,5
2019-11-18,Women's Flyweight,Viviane Araujo,6
2019-11-18,Women's Flyweight,Lauren Murphy,7
2019-11-18,Women's Flyweight,Roxanne Modafferi,8
2019-11-18,Women's Flyweight,Andrea Lee,9
2019-11-18,Women's Flyweight,Maycee Barber,10
2019-11-18,Women's Flyweight,Alexis Davis,11
2019-11-18,Women's Flyweight,Montana De La Rosa,12
2019-11-18,Women's Flyweight,Antonina Shevchenko,13
2019-11-18,Women's Flyweight,Mara Romero Borella,14
2019-11-18,Women's Flyweight,Paige VanZant,15
2019-11-18,Women's Bantamweight,Amanda Nunes,0
2019-11-18,Women's Bantamweight,Germaine de Randamie,1
2019-11-18,Women's Bantamweight,Ketlen Vieira,2
2019-11-18,Women's Bantamweight,Holly Holm,3
2019-11-18,Women's Bantamweight,Julianna Peña,4
2019-11-18,Women's Bantamweight,Aspen Ladd,5
2019-11-18,Women's Bantamweight,Raquel Pennington,6
2019-11-18,Women's Bantamweight,Yana Kunitskaya,7
2019-11-18,Women's Bantamweight,Marion Reneau,8
2019-11-18,Women's Bantamweight,Sara McMann,9
2019-11-18,Women's Bantamweight,Irene Aldana,10
2019-11-18,Women's Bantamweight,Lina Lansberg,11
2019-11-18,Women's Bantamweight,Macy Chiasson,12
2019-11-18,Women's Bantamweight,Bethe Correia,13
2019-11-18,Women's Bantamweight,Nicco Montano,14
2019-11-18,Women's Bantamweight,Sijara Eubanks,15
2019-11-18,Women's Featherweight,Amanda Nunes,0
2019-12-10,Pound-for-Pound,Jon Jones,1
2019-12-10,Pound-for-Pound,Khabib Nurmagomedov,2
2019-12-10,Pound-for-Pound,Henry Cejudo,3
2019-12-10,Pound-for-Pound,Stipe Miocic,4
2019-12-10,Pound-for-Pound,Amanda Nunes,5
2019-12-10,Pound-for-Pound,Daniel Cormier,6
2019-12-10,Pound-for-Pound,Max Holloway,7
2019-12-10,Pound-for-Pound,Israel Adesanya,8
2019-12-10,Pound-for-Pound,Tony Ferguson,9
2019-12-10,Pound-for-Pound,Kamaru Usman,10
2019-12-10,Pound-for-Pound,Valentina Shevchenko,11
2019-12-10,Pound-for-Pound,Dustin Poirier,12
2019-12-10,Pound-for-Pound,Robert Whittaker,13
2019-12-10,Pound-for-Pound,Conor McGregor,14
2019-12-10,Pound-for-Pound,Tyron Woodley,15
2019-12-10,Flyweight,Henry Cejudo,0
2019-12-10,Flyweight,Joseph Benavidez,1
2019-12-10,Flyweight,Jussier Formiga,2
2019-12-10,Flyweight,Deiveson Figueiredo,3
2019-12-10,Flyweight,Alexandre Pantoja,4
2019-12-10,Flyweight,Brandon Moreno,5
2019-12-10,Flyweight,Kai Kara France,6
2019-12-10,Flyweight,Rogerio Bontorin,7
2019-12-10,Flyweight,Tim Elliott,8
2019-12-10,Flyweight,Matt Schnell,9
2019-12-10,Flyweight,Jordan Espinosa,10
2019-12-10,Flyweight,Alex Perez,11
2019-12-10,Flyweight,Askar Askarov,12
2019-12-10,Flyweight,Ryan Benoit,13
2019-12-10,Flyweight,Mark De La Rosa,14
2019-12-10,Flyweight,Raulian Paiva,15
2019-12-10,Bantamweight,Henry Cejudo,0
2019-12-10,Bantamweight,Marlon Moraes,1
2019-12-10,Bantamweight,Aljamain Sterling,2
2019-12-10,Bantamweight,Cory Sandhagen,3
2019-12-10,Bantamweight,Petr Yan,4
2019-12-10,Bantamweight,Raphael Assuncao,5
2019-12-10,Bantamweight,Pedro Munhoz,6
2019-12-10,Bantamweight,Jimmie Rivera,7
2019-12-10,Bantamweight,Cody Garbrandt,8
2019-12-10,Bantamweight,Rob Font,9
2019-12-10,Bantamweight,Cody Stamann,10
2019-12-10,Bantamweight,John Dodson,11
2019-12-10,Bantamweight,Urijah Faber,12
2019-12-10,Bantamweight,Song Yadong,12
2019-12-10,Bantamweight,Marlon Vera,14
2019-12-10,Bantamweight,Casey Kenney,15
2019-12-10,Featherweight,Max Holloway,0
2019-12-10,Featherweight,Alexander Volkanovski,1
2019-12-10,Featherweight,Brian Ortega,2
2019-12-10,Featherweight,Jose Aldo,3
2019-12-10,Featherweight,Zabit Magomedsharipov,4
2019-12-10,Featherweight,Frankie Edgar,5
2019-12-10,Featherweight,Yair Rodriguez,6
2019-12-10,Featherweight,Chan Sung Jung,7
2019-12-10,Featherweight,Renato Moicano,8
2019-12-10,Featherweight,Jeremy Stephens,9
2019-12-10,Featherweight,Josh Emmett,10
2019-12-10,Featherweight,Calvin Kattar,11
2019-12-10,Featherweight,Shane Burgos,12
2019-12-10,Featherweight,Mirsad Bektic,13
2019-12-10,Featherweight,Arnold Allen,14
2019-12-10,Featherweight,Ryan Hall,15
2019-12-10,Lightweight,Khabib Nurmagomedov,0
2019-12-10,Lightweight,Tony Ferguson,1
2019-12-10,Lightweight,Dustin Poirier,2
2019-12-10,Lightweight,Conor McGregor,3
2019-12-10,Lightweight,Justin Gaethje,4
2019-12-10,Lightweight,Donald Cerrone,5
2019-12-10,Lightweight,Paul Felder,6
2019-12-10,Lightweight,Dan Hooker,7
2019-12-10,Lightweight,Kevin Lee,8
2019-12-10,Lightweight,Al Iaquinta,9
2019-12-10,Lightweight,Edson Barboza,10
2019-12-10,Lightweight,Anthony Pettis,11
2019-12-10,Lightweight,Gregor Gillespie,12
2019-12-10,Lightweight,Charles Oliveira,13
2019-12-10,Lightweight,Alexander Hernandez,14
2019-12-10,Lightweight,Islam Makhachev,15
2019-12-10,Welterweight,Kamaru Usman,0
2019-12-10,Welterweight,Tyron Woodley,1
2019-12-10,Welterweight,Colby Covington,2
2019-12-10,Welterweight,Jorge Masvidal,3
2019-12-10,Welterweight,Leon Edwards,4
2019-12-10,Welterweight,Rafael Dos Anjos,5
2019-12-10,Welterweight,Demian Maia,6
2019-12-10,Welterweight,Santiago Ponzinibbio,7
2019-12-10,Welterweight,Stephen Thompson,8
2019-12-10,Welterweight,Nate Diaz,9
