,t1_name,t2_name,date,t1_odds,t2_odds,R_ev,B_ev,t1_prob,t2_prob,winner,bet,net_profit
1797,Zak Cummings,Nathan Coy,2017-04-15,-550,425,18.18181818,425.0,0.9619621982653193,0.03803780173467838,0,Red,18.18181818
1798,Ashlee Evans-Smith,Ketlen Vieira,2017-04-15,-165,145,60.60606061,145.0,0.465758616756453,0.5342413832435473,1,Blue,145.0
1799,Daniel Cormier,Anthony Johnson,2017-04-08,120,-140,120.0,71.42857143,0.45617086247188887,0.54382913752811,0,Red,120.0
1800,Chris Weidman,Gegard Mousasi,2017-04-08,-105,-115,95.23809524,86.95652174,0.7866969514708684,0.2133030485291303,1,Red,-100.0
1801,Thiago Alves,Patrick Cote,2017-04-08,110,-130,110.0,76.92307692,0.03454898277019794,0.9654510172298026,0,Blue,-100.0
1802,Will Brooks,Charles Oliveira,2017-04-08,-220,180,45.45454545,180.0,0.7767871622183349,0.2232128377816634,1,Red,-100.0
1803,Myles Jury,Mike de la Torre,2017-04-08,-450,360,22.22222222,360.0,0.9333337681304388,0.06666623186956198,0,Red,22.22222222
1804,Kamaru Usman,Sean Strickland,2017-04-08,-290,245,34.48275862,245.0,0.6190387288578786,0.3809612711421208,0,Blue,-100.0
1805,Shane Burgos,Charles Rosa,2017-04-08,-255,215,39.21568627,215.0,0.885298188245793,0.1147018117542065,0,Red,39.21568627
1806,Patrick Cummins,Jan Blachowicz,2017-04-08,-105,-115,95.23809524,86.95652174,0.591273713535654,0.4087262864643432,0,Red,95.23809524
1807,Gregor Gillespie,Andrew Holbrook,2017-04-08,-290,245,34.48275862,245.0,0.8719352504413386,0.12806474955866362,0,Red,34.48275862
1808,Katlyn Chookagian,Irene Aldana,2017-04-08,-135,115,74.07407407,115.0,0.576278787605322,0.42372121239467886,0,Red,74.07407407
1809,Jimi Manuwa,Corey Anderson,2017-03-18,-145,125,68.96551724,125.0,3.804131275738003e-08,0.9999999619586938,0,Blue,-100.0
1810,Gunnar Nelson,Alan Jouban,2017-03-18,-335,275,29.85074627,275.0,0.745953181697778,0.2540468183022231,0,,0.0
1811,Brad Pickett,Marlon Vera,2017-03-18,-150,130,66.66666667,130.0,0.21416320174580614,0.785836798254196,1,Blue,130.0
1812,Arnold Allen,Makwan Amirkhani,2017-03-18,-115,-105,86.95652174,95.23809524,0.5846996171219655,0.4153003828780378,0,Red,86.95652174
1813,Joe Duffy,Reza Madadi,2017-03-18,-550,425,18.18181818,425.0,0.8643705301725129,0.1356294698274887,0,Red,18.18181818
1814,Darren Stewart,Francimar Barroso,2017-03-18,-210,175,47.61904762,175.0,0.719690730855591,0.2803092691444082,1,Red,-100.0
1815,Daniel Omielanczuk,Tim Johnson,2017-03-18,170,-200,170.0,50.0,0.4232187154640151,0.5767812845359825,1,Red,-100.0
1816,Leon Edwards,Vicente Luque,2017-03-18,100,-120,100.0,83.33333333,0.3173238908062694,0.6826761091937322,0,Blue,-100.0
1817,Marc Diakiese,Teemu Packalen,2017-03-18,-175,155,57.14285714,155.0,0.7470755535088384,0.2529244464911616,0,Red,57.14285714
1818,Bradley Scott,Scott Askham,2017-03-18,135,-155,135.0,64.51612903,0.4598099796490993,0.5401900203509009,0,Red,135.0
1819,Mauricio Rua,Gian Villante,2017-03-11,-155,135,64.51612903,135.0,0.4718119234063147,0.5281880765936862,0,Blue,-100.0
1820,Edson Barboza,Beneil Dariush,2017-03-11,-160,140,62.5,140.0,0.5680887159189445,0.4319112840810538,0,Blue,-100.0
1821,Jussier Formiga,Ray Borg,2017-03-11,110,-130,110.0,76.92307692,0.5246463059711824,0.47535369402881916,1,Red,-100.0
1822,Alex Oliveira,Tim Means,2017-03-11,175,-210,175.0,47.61904762,0.5156502283611992,0.4843497716388009,0,Red,175.0
1823,Francisco Trinaldo,Kevin Lee,2017-03-11,150,-170,150.0,58.82352941,0.008699752344175147,0.991300247655823,1,Blue,58.82352941
1824,Rani Yahya,Joe Soto,2017-03-11,-240,200,41.66666667,200.0,0.673667176978969,0.3263328230210326,1,,0.0
1825,Michel Prazeres,Joshua Burkman,2017-03-11,-300,250,33.33333333,250.0,0.6229583881029216,0.3770416118970779,0,Blue,-100.0
1826,Rony Jason,Jeremy Kennedy,2017-03-11,105,-125,105.0,80.0,0.22920164921844507,0.7707983507815538,1,Blue,80.0
1827,Tyron Woodley,Stephen Thompson,2017-03-04,120,-140,120.0,71.42857143,0.4964789503304655,0.5035210496695358,0,Red,120.0
1828,Lando Vannata,David Teymur,2017-03-04,-360,300,27.77777778,300.0,0.7411239880822228,0.25887601191777443,1,Blue,300.0
1829,Rashad Evans,Daniel Kelly,2017-03-04,-245,205,40.81632653,205.0,0.039547827704539684,0.9604521722954599,1,Blue,205.0
1830,Alistair Overeem,Mark Hunt,2017-03-04,-130,110,76.92307692,110.0,0.9630244981237654,0.03697550187623143,0,Red,76.92307692
1831,Marcin Tybura,Luis Henrique,2017-03-04,-175,155,57.14285714,155.0,0.552620388167537,0.44737961183246566,0,Blue,-100.0
1832,Mirsad Bektic,Darren Elkins,2017-03-04,-750,525,13.33333333,525.0,0.9493869677954719,0.0506130322045258,1,Red,-100.0
1833,Iuri Alcantara,Luke Sanders,2017-03-04,130,-150,130.0,66.66666667,0.5747454544273879,0.42525454557260906,0,Red,130.0
1834,Tyson Pedro,Paul Craig,2017-03-04,-140,120,71.42857143,120.0,0.8549541246146155,0.14504587538538763,0,Red,71.42857143
1835,Derrick Lewis,Travis Browne,2017-02-19,-105,-115,95.23809524,86.95652174,0.5914557581692377,0.4085442418307621,0,Red,95.23809524
1836,Johny Hendricks,Hector Lombard,2017-02-19,110,-130,110.0,76.92307692,0.48732653882321336,0.5126734611767865,0,Red,110.0
1837,Elias Theodorou,Cezar Ferreira,2017-02-19,-105,-115,95.23809524,86.95652174,0.5737691151133144,0.426230884886686,0,Red,95.23809524
1838,Paul Felder,Alessandro Ricci,2017-02-19,-370,310,27.02702703,310.0,0.7914596653511802,0.20854033464881805,0,Red,27.02702703
1839,Nordine Taleb,Santiago Ponzinibbio,2017-02-19,265,-325,265.0,30.76923077,0.25810302866131385,0.7418969713386894,1,,0.0
1840,Carla Esparza,Randa Markos,2017-02-19,-260,200,38.46153846,200.0,0.7688161602256075,0.2311838397743904,1,Red,-100.0
1841,Aiemann Zahabi,Reginaldo Vieira,2017-02-19,-275,235,36.36363636,235.0,0.7811275016295812,0.21887249837041745,0,Red,36.36363636
1842,Jack Marshman,Thiago Santos,2017-02-19,145,-165,145.0,60.60606061,0.6062353332833975,0.39376466671660587,1,Red,-100.0
1843,Gerald Meerschaert,Ryan Janes,2017-02-19,-300,250,33.33333333,250.0,0.7780469713041978,0.2219530286958044,0,Red,33.33333333
1844,Holly Holm,Germaine de Randamie,2017-02-11,100,-130,100.0,76.92307692,0.3843778916040336,0.6156221083959643,1,Blue,76.92307692
1845,Anderson Silva,Derek Brunson,2017-02-11,100,-120,100.0,83.33333333,0.9977856742807882,0.0022143257192143912,0,Red,100.0
1846,Jacare Souza,Tim Boetsch,2017-02-11,-600,450,16.66666667,450.0,0.8931361183732438,0.10686388162675275,0,Red,16.66666667
1847,Glover Teixeira,Jared Cannonier,2017-02-11,-230,190,43.47826087,190.0,0.04936562687646287,0.950634373123538,0,Blue,-100.0
1848,Dustin Poirier,Jim Miller,2017-02-11,-450,360,22.22222222,360.0,0.8867817817386612,0.11321821826133632,0,Red,22.22222222
1849,Randy Brown,Belal Muhammad,2017-02-11,-145,115,68.96551724,115.0,0.8571208367118895,0.14287916328811354,1,Red,-100.0
1850,Wilson Reis,Ulka Sasaki,2017-02-11,485,-670,485.0,14.92537313,0.5968516187546136,0.40314838124538616,0,Red,485.0
1851,Nik Lentz,Islam Makhachev,2017-02-11,270,-330,270.0,30.3030303,0.20995243444940168,0.7900475655505972,1,Blue,30.3030303
1852,Rick Glenn,Phillipe Nover,2017-02-11,-175,155,57.14285714,155.0,0.7810718927726072,0.21892810722739556,0,Red,57.14285714
1853,Ryan LaFlare,Roan Carneiro,2017-02-11,-325,250,30.76923077,250.0,0.8946275777185392,0.10537242228145954,0,Red,30.76923077
1854,Dennis Bermudez,Chan Sung Jung,2017-02-04,-185,160,54.05405405,160.0,0.7324869384062854,0.26751306159371524,1,Red,-100.0
1855,Alexa Grasso,Felice Herrig,2017-02-04,-380,315,26.31578947,315.0,0.9360474929392925,0.06395250706070688,1,Red,-100.0
1856,Abel Trujillo,James Vick,2017-02-04,115,-135,115.0,74.07407407,0.7003778239292133,0.29962217607078334,1,Red,-100.0
1857,Jessica Andrade,Angela Hill,2017-02-04,-800,550,12.5,550.0,0.9800415811867058,0.01995841881329765,0,Red,12.5
1858,Chas Skelly,Chris Gruetzemacher,2017-02-04,-350,290,28.57142857,290.0,0.9462844894286763,0.0537155105713208,0,Red,28.57142857
1859,Ricardo Ramos,Michinori Tanaka,2017-02-04,105,-125,105.0,80.0,0.703970085667226,0.29602991433277587,0,Red,105.0
1860,Tecia Torres,Bec Rawlings,2017-02-04,-450,317,22.22222222,317.0,0.9068060203154832,0.09319397968451795,0,Red,22.22222222
1861,Daniel Jolly,Khalil Rountree Jr.,2017-02-04,145,-185,145.0,54.05405405,0.32689039973496176,0.6731096002650366,1,Blue,54.05405405
1862,Valentina Shevchenko,Julianna Pena,2017-01-28,-185,160,54.05405405,160.0,0.5535577224020625,0.4464422775979362,0,Blue,-100.0
1863,Donald Cerrone,Jorge Masvidal,2017-01-28,-175,155,57.14285714,155.0,0.8349558354534073,0.16504416454659157,1,Red,-100.0
1864,Andrei Arlovski,Francis Ngannou,2017-01-28,335,-420,335.0,23.80952381,0.30474065193104677,0.6952593480689516,1,Red,-100.0
1865,Alex Caceres,Jason Knight,2017-01-28,115,-135,115.0,74.07407407,0.17556971251647183,0.8244302874835256,1,Blue,74.07407407
1866,Nate Marquardt,Sam Alvey,2017-01-28,120,-140,120.0,71.42857143,0.3034157374772542,0.6965842625227479,1,Blue,71.42857143
1867,Raphael Assuncao,Aljamain Sterling,2017-01-28,-145,125,68.96551724,125.0,0.6899316244876685,0.3100683755123331,0,Red,68.96551724
1868,Bobby Nash,Li Jingliang,2017-01-28,110,-130,110.0,76.92307692,0.4805137493684898,0.5194862506315087,1,Red,-100.0
1869,Eric Spicely,Alessio Di Chirico,2017-01-28,-110,-110,90.90909091,90.90909091,0.4584047377469568,0.5415952622530446,0,Blue,-100.0
1870,Jason Gonzalez,JC Cottrell,2017-01-28,105,-125,105.0,80.0,0.695087044316336,0.3049129556836628,0,Red,105.0
1871,Yair Rodriguez,BJ Penn,2017-01-15,-350,290,28.57142857,290.0,0.7867411335591348,0.21325886644086328,0,Red,28.57142857
1872,Joe Lauzon,Marcin Held,2017-01-15,-140,120,71.42857143,120.0,0.023386612631961682,0.9766133873680407,0,Blue,-100.0
1873,Court McGee,Ben Saunders,2017-01-15,-135,115,74.07407407,115.0,0.6521735477192582,0.3478264522807382,1,Red,-100.0
1874,John Moraga,Sergio Pettis,2017-01-15,140,-160,140.0,62.5,0.20770678868755552,0.792293211312444,1,Blue,62.5
1875,Frankie Saenz,Augusto Mendes,2017-01-15,-160,140,62.5,140.0,0.7451320626980038,0.2548679373019965,1,Red,-100.0
1876,Aleksei Oleinik,Viktor Pesta,2017-01-15,-140,120,71.42857143,120.0,0.4421458133049225,0.5578541866950789,0,Blue,-100.0
1877,Anthony Rocco Martin,Alex White,2017-01-15,-170,150,58.82352941,150.0,0.6458146537425804,0.354185346257423,0,Red,58.82352941
1878,Jocelyn Jones-Lybarger,Nina Ansaroff,2017-01-15,135,-175,135.0,57.14285714,0.5260709895219496,0.4739290104780538,1,Red,-100.0
1879,Walt Harris,Chase Sherman,2017-01-15,-155,135,64.51612903,135.0,0.48597064154732506,0.5140293584526785,0,Blue,-100.0
1880,Bojan Mihajlovic,Joachim Christensen,2017-01-15,210,-250,210.0,40.0,0.44606127608845425,0.5539387239115434,1,Red,-100.0
1881,Dmitrii Smoliakov,Cyril Asker,2017-01-15,100,-120,100.0,83.33333333,0.4544837112636589,0.545516288736343,1,Blue,83.33333333
1882,Amanda Nunes,Ronda Rousey,2016-12-30,165,-190,165.0,52.63157895,0.5244878709476254,0.47551212905237195,0,Red,165.0
1883,Dominick Cruz,Cody Garbrandt,2016-12-30,-245,205,40.81632653,205.0,0.5248769843098707,0.4751230156901262,1,Blue,205.0
1884,TJ Dillashaw,John Lineker,2016-12-30,-230,190,43.47826087,190.0,0.40302837550200665,0.596971624497995,0,Blue,-100.0
1885,Dong Hyun Kim,Tarec Saffiedine,2016-12-30,-145,125,68.96551724,125.0,0.8395139750505174,0.16048602494948155,0,Red,68.96551724
1886,Louis Smolka,Ray Borg,2016-12-30,120,-140,120.0,71.42857143,0.8265931235106032,0.17340687648939745,1,Red,-100.0
1887,Johny Hendricks,Neil Magny,2016-12-30,170,-200,170.0,50.0,0.7421946831117973,0.25780531688820546,1,Red,-100.0
1888,Antonio Carlos Junior,Marvin Vettori,2016-12-30,-120,100,83.33333333,100.0,0.7593815855680184,0.2406184144319814,0,Red,83.33333333
1889,Mike Pyle,Alex Garcia,2016-12-30,180,-220,180.0,45.45454545,0.2576485724273251,0.7423514275726781,1,Blue,45.45454545
1890,Paige VanZant,Michelle Waterson,2016-12-17,-110,-110,90.90909091,90.90909091,0.9735587537117125,0.026441246288286147,1,Red,-100.0
1891,Sage Northcutt,Mickey Gall,2016-12-17,140,-160,140.0,62.5,0.5034086481419798,0.4965913518580178,1,Red,-100.0
1892,Urijah Faber,Brad Pickett,2016-12-17,-340,280,29.41176471,280.0,0.803414579508853,0.1965854204911467,0,Red,29.41176471
1893,Alan Jouban,Mike Perry,2016-12-17,125,-145,125.0,68.96551724,0.30925936774323887,0.6907406322567579,0,Blue,-100.0
1894,Cole Miller,Mizuto Hirota,2016-12-17,-115,-105,86.95652174,95.23809524,0.9491666948097196,0.05083330519028326,1,Red,-100.0
1895,Bryan Barberena,Colby Covington,2016-12-17,300,-360,300.0,27.77777778,0.38625483263867894,0.6137451673613221,1,Red,-100.0
1896,James Moontasri,Alex Morono,2016-12-17,-135,115,74.07407407,115.0,0.5173488014011722,0.482651198598829,1,Blue,115.0
1897,Josh Emmett,Scott Holtzman,2016-12-17,-195,168,51.28205128,168.0,0.5591246231963863,0.44087537680361694,0,Blue,-100.0
1898,Eddie Wineland,Takeya Mizugaki,2016-12-17,-170,150,58.82352941,150.0,0.6228454032693924,0.37715459673061,0,,0.0
1899,Hector Sandoval,Fredy Serrano,2016-12-17,-125,105,80.0,105.0,0.6275009532296173,0.3724990467703801,0,Red,80.0
1900,Bojan Velickovic,Sultan Aliev,2016-12-17,-160,140,62.5,140.0,0.766519140823715,0.23348085917628766,1,Red,-100.0
1901,Max Holloway,Anthony Pettis,2016-12-10,-300,250,33.33333333,250.0,0.9166666638436299,0.08333333615637048,0,Red,33.33333333
1902,Donald Cerrone,Matt Brown,2016-12-10,-300,250,33.33333333,250.0,0.8425233075277334,0.15747669247226528,0,Red,33.33333333
1903,Cub Swanson,Dooho Choi,2016-12-10,195,-235,195.0,42.55319149,0.4368707996759318,0.5631292003240701,0,Red,195.0
1904,Tim Kennedy,Kelvin Gastelum,2016-12-10,-125,105,80.0,105.0,0.5242090963501677,0.47579090364983245,1,,0.0
1905,Nikita Krylov,Misha Cirkunov,2016-12-10,-115,-105,86.95652174,95.23809524,0.4904544121074721,0.5095455878925276,1,,0.0
1906,Olivier Aubin-Mercier,Drew Dober,2016-12-10,-185,160,54.05405405,160.0,0.6916268970110413,0.30837310298895515,0,Red,54.05405405
1907,Mitch Gagnon,Matthew Lopez,2016-12-10,-130,110,76.92307692,110.0,0.7663155892944317,0.23368441070556698,1,Red,-100.0
1908,John Makdessi,Lando Vannata,2016-12-10,135,-155,135.0,64.51612903,0.38551150651776656,0.6144884934822357,1,Blue,64.51612903
1909,Jason Saggo,Rustam Khabilov,2016-12-10,180,-220,180.0,45.45454545,0.30128152082927995,0.6987184791707216,1,Blue,45.45454545
1910,Zach Makovsky,Dustin Ortiz,2016-12-10,-130,110,76.92307692,110.0,0.536722305808882,0.46327769419112025,1,,0.0
1911,Derrick Lewis,Shamil Abdurakhimov,2016-12-09,-250,210,40.0,210.0,0.712925826153947,0.2870741738460539,0,,0.0
1912,Francis Ngannou,Anthony Hamilton,2016-12-09,-440,350,22.72727273,350.0,0.22400349636374867,0.775996503636248,0,Blue,-100.0
1913,Corey Anderson,Sean O'Connell,2016-12-09,-400,325,25.0,325.0,0.9350015948947196,0.06499840510527706,0,Red,25.0
1914,Andrew Sanchez,Trevor Smith,2016-12-09,-200,170,50.0,170.0,0.7111883611201159,0.28881163887988376,0,Red,50.0
1915,Frankie Perez,Marc Diakiese,2016-12-09,220,-260,220.0,38.46153846,0.32982235019750145,0.6701776498024972,1,Red,-100.0
1916,Demetrious Johnson,Tim Elliott,2016-12-03,-900,600,11.11111111,600.0,0.9990767252658201,0.000923274734179215,0,Red,11.11111111
1917,Joseph Benavidez,Henry Cejudo,2016-12-03,-200,163,50.0,163.0,0.6687347694633506,0.331265230536647,0,Red,50.0
1918,Jake Ellenberger,Jorge Masvidal,2016-12-03,175,-210,175.0,47.61904762,0.015951606666938564,0.9840483933330606,1,Blue,47.61904762
1919,Ion Cutelaba,Jared Cannonier,2016-12-03,-230,190,43.47826087,190.0,0.8096034379281143,0.19039656207188355,1,Red,-100.0
1920,Sara McMann,Alexis Davis,2016-12-03,-155,135,64.51612903,135.0,0.5352432755935427,0.4647567244064539,0,Blue,-100.0
1921,Brandon Moreno,Ryan Benoit,2016-12-03,-190,165,52.63157895,165.0,0.8489444736630645,0.15105552633693492,0,Red,52.63157895
1922,Gray Maynard,Ryan Hall,2016-12-03,145,-165,145.0,60.60606061,0.27585306762694695,0.7241469323730562,1,Blue,60.60606061
1923,Dong Hyun Ma,Brendan O'Reilly,2016-12-03,-150,130,66.66666667,130.0,0.7471520969422556,0.25284790305774624,0,Red,66.66666667
1924,Elvis Mutapcic,Anthony Smith,2016-12-03,-105,-115,95.23809524,86.95652174,0.6110406067766198,0.38895939322337686,1,Red,-100.0
1925,Josh Stansbury,Devin Clark,2016-12-03,-105,-115,95.23809524,86.95652174,0.5792985878168814,0.4207014121831198,1,Red,-100.0
1926,Robert Whittaker,Derek Brunson,2016-11-26,100,-120,100.0,83.33333333,0.3371345842565332,0.6628654157434686,0,Blue,-100.0
1927,Jake Matthews,Andrew Holbrook,2016-11-26,-550,425,18.18181818,425.0,0.2220291151042083,0.777970884895795,1,Blue,425.0
1928,Kyle Noke,Omari Akhmedov,2016-11-26,-110,-110,90.90909091,90.90909091,0.4573484153084301,0.5426515846915723,1,Blue,90.90909091
1929,Seohee Ham,Danielle Taylor,2016-11-26,-110,-110,90.90909091,90.90909091,0.772622183734392,0.22737781626560585,1,Red,-100.0
1930,Daniel Kelly,Chris Camozzi,2016-11-26,165,-190,165.0,52.63157895,0.41135039490545705,0.58864960509454,0,Red,165.0
1931,Damien Brown,Jon Tuck,2016-11-26,130,-150,130.0,66.66666667,0.47074698394766257,0.5292530160523375,0,Red,130.0
1932,Richard Walsh,Jonathan Meunier,2016-11-26,-135,115,74.07407407,115.0,0.7117726182257365,0.28822738177426066,1,Red,-100.0
1933,Ben Nguyen,Geane Herrera,2016-11-26,-140,120,71.42857143,120.0,0.5625879656804529,0.43741203431954845,0,,0.0
1934,Dan Hooker,Jason Knight,2016-11-26,-145,125,68.96551724,125.0,0.6672619813555115,0.33273801864448577,1,Red,-100.0
1935,Marlon Vera,Ning Guangyou,2016-11-26,-110,-110,90.90909091,90.90909091,0.9126612615059366,0.08733873849406533,0,Red,90.90909091
1936,Ryan Bader,Rogerio Nogueira,2016-11-19,-340,280,29.41176471,280.0,0.833849286064729,0.16615071393527267,0,Red,29.41176471
1937,Thomas Almeida,Albert Morales,2016-11-19,-300,250,33.33333333,250.0,0.7939832197486354,0.2060167802513665,0,Red,33.33333333
1938,Claudia Gadelha,Cortney Casey,2016-11-19,-460,365,21.73913043,365.0,0.9107113142535364,0.089288685746464,0,Red,21.73913043
1939,Thales Leites,Krzysztof Jotko,2016-11-19,-135,115,74.07407407,115.0,0.3420220571841885,0.6579779428158113,1,Blue,115.0
1940,Warlley Alves,Kamaru Usman,2016-11-19,175,-210,175.0,47.61904762,0.2590761597245269,0.7409238402754704,1,Blue,47.61904762
1941,Sergio Moraes,Zak Ottow,2016-11-19,-150,130,66.66666667,130.0,0.6022139695292339,0.3977860304707631,0,Red,66.66666667
1942,Cezar Ferreira,Jack Hermansson,2016-11-19,110,-130,110.0,76.92307692,0.38229337778926736,0.6177066222107312,0,Blue,-100.0
1943,Johnny Eduardo,Manvel Gamburyan,2016-11-19,-140,120,71.42857143,120.0,0.6497267510555279,0.35027324894447,0,Red,71.42857143
1944,Luis Henrique,Christian Colombo,2016-11-19,-290,245,34.48275862,245.0,0.8680290415334438,0.13197095846655382,0,Red,34.48275862
1945,Pedro Munhoz,Justin Scoggins,2016-11-19,135,-155,135.0,64.51612903,0.23277303580176353,0.7672269641982371,0,Blue,-100.0
1946,Gegard Mousasi,Uriah Hall,2016-11-19,-560,430,17.85714286,430.0,0.902149628308981,0.09785037169101872,0,Red,17.85714286
1947,Ross Pearson,Stevie Ray,2016-11-19,-105,-115,95.23809524,86.95652174,0.006685324687811863,0.9933146753121846,1,Blue,86.95652174
1948,Artem Lobov,Teruto Ishihara,2016-11-19,220,-260,220.0,38.46153846,0.3743531728498596,0.6256468271501401,0,Red,220.0
1949,Kyoji Horiguchi,Ali Bagautinov,2016-11-19,-200,170,50.0,170.0,0.7285359807161385,0.2714640192838581,0,Red,50.0
1950,Kevin Lee,Magomed Mustafaev,2016-11-19,-145,125,68.96551724,125.0,0.8731936663840764,0.12680633361592095,0,Red,68.96551724
1951,Anna Elmose,Amanda Cooper,2016-11-19,-140,120,71.42857143,120.0,0.7064711551870099,0.2935288448129922,1,Red,-100.0
1952,Zak Cummings,Alexander Yakovlev,2016-11-19,-170,150,58.82352941,150.0,0.6448160123830731,0.35518398761692893,0,Red,58.82352941
1953,Marion Reneau,Milana Dudieva,2016-11-19,-225,185,44.44444444,185.0,0.8468150443681851,0.1531849556318159,0,Red,44.44444444
1954,Eddie Alvarez,Conor McGregor,2016-11-12,140,-160,140.0,62.5,0.34076441706017635,0.6592355829398239,1,Blue,62.5
1955,Joanna Jedrzejczyk,Karolina Kowalkiewicz,2016-11-12,-400,325,25.0,325.0,0.879880852374431,0.12011914762556622,0,Red,25.0
1956,Chris Weidman,Yoel Romero,2016-11-12,-220,180,45.45454545,180.0,0.6128117966203427,0.38718820337966064,1,Blue,180.0
1957,Miesha Tate,Raquel Pennington,2016-11-12,-140,120,71.42857143,120.0,0.543872693248221,0.456127306751776,1,Blue,120.0
1958,Frankie Edgar,Jeremy Stephens,2016-11-12,-325,265,30.76923077,265.0,0.8079553158408813,0.19204468415911874,0,Red,30.76923077
1959,Khabib Nurmagomedov,Michael Johnson,2016-11-12,-345,285,28.98550725,285.0,0.8976301822779247,0.10236981772207514,0,Red,28.98550725
1960,Rafael Natal,Tim Boetsch,2016-11-12,-145,125,68.96551724,125.0,0.44298922462293133,0.5570107753770699,1,Blue,125.0
1961,Vicente Luque,Belal Muhammad,2016-11-12,-125,105,80.0,105.0,0.6714321512303248,0.3285678487696769,0,Red,80.0
1962,Jim Miller,Thiago Alves,2016-11-12,135,-155,135.0,64.51612903,0.358497534050593,0.6415024659494042,0,Blue,-100.0
1963,Liz Carmouche,Katlyn Chookagian,2016-11-12,145,-165,145.0,60.60606061,0.42644632584829967,0.5735536741516993,0,Red,145.0
1964,Rafael Dos Anjos,Tony Ferguson,2016-11-05,-140,120,71.42857143,120.0,0.16394573889855601,0.8360542611014474,1,Blue,120.0
1965,Ricardo Lamas,Charles Oliveira,2016-11-05,-110,-110,90.90909091,90.90909091,0.5221202192417267,0.4778797807582722,0,,0.0
1966,Beneil Dariush,Rashid Magomedov,2016-11-05,-115,-105,86.95652174,95.23809524,0.47080890830889904,0.5291910916911007,0,Blue,-100.0
1967,Alexa Grasso,Heather Jo Clark,2016-11-05,-620,460,16.12903226,460.0,0.9473276393836016,0.05267236061639701,0,Red,16.12903226
1968,Erik Perez,Felipe Arantes,2016-11-05,-240,200,41.66666667,200.0,0.7512728356845078,0.24872716431549333,0,Red,41.66666667
1969,Marco Beltran,Joe Soto,2016-11-05,-135,115,74.07407407,115.0,0.7336309908684664,0.26636900913153705,1,Red,-100.0
1970,Erick Montano,Max Griffin,2016-11-05,125,-135,125.0,74.07407407,0.49172812593230386,0.5082718740676951,1,Red,-100.0
1971,Henry Briones,Douglas Silva de Andrade,2016-11-05,-105,-115,95.23809524,86.95652174,0.5507292405463784,0.4492707594536193,1,Red,-100.0
1972,Sam Alvey,Alex Nicholson,2016-11-05,-165,145,60.60606061,145.0,0.6707717721088869,0.32922822789111206,0,Red,60.60606061
1973,Polo Reyes,Jason Novelli,2016-11-05,-155,135,64.51612903,135.0,0.8148529361454299,0.18514706385457247,0,Red,64.51612903
1974,Enrique Barzola,Chris Avila,2016-11-05,-550,425,18.18181818,425.0,0.882231728021643,0.1177682719783546,0,Red,18.18181818
1975,Michael Bisping,Dan Henderson,2016-10-08,-260,220,38.46153846,220.0,0.6251012217302312,0.3748987782697675,0,Blue,-100.0
1976,Vitor Belfort,Gegard Mousasi,2016-10-08,300,-360,300.0,27.77777778,0.0046732298662520945,0.9953267701337454,1,Blue,27.77777778
1977,Ovince Saint Preux,Jimi Manuwa,2016-10-08,-145,125,68.96551724,125.0,0.6753755174154079,0.32462448258459176,1,Red,-100.0
1978,Stefan Struve,Daniel Omielanczuk,2016-10-08,-190,165,52.63157895,165.0,0.996922316109569,0.0030776838904321533,0,Red,52.63157895
1979,Mirsad Bektic,Russell Doane,2016-10-08,-580,440,17.24137931,440.0,0.9265791874162823,0.07342081258371426,0,Red,17.24137931
1980,Brad Pickett,Iuri Alcantara,2016-10-08,130,-150,130.0,66.66666667,0.22736745805014955,0.7726325419498539,1,Blue,66.66666667
1981,Davey Grant,Damian Stasiak,2016-10-08,-190,165,52.63157895,165.0,0.7047719313680615,0.29522806863193807,1,Red,-100.0
1982,Leon Edwards,Albert Tumenov,2016-10-08,150,-170,150.0,58.82352941,0.508140520886585,0.4918594791134117,0,Red,150.0
1983,Danny Roberts,Mike Perry,2016-10-08,110,-130,110.0,76.92307692,0.547318021128245,0.4526819788717575,1,Red,-100.0
1984,Leonardo Santos,Adriano Martins,2016-10-08,175,-210,175.0,47.61904762,0.42785687937099404,0.5721431206290026,0,Red,175.0
1985,John Lineker,John Dodson,2016-10-01,105,-125,105.0,80.0,0.6736576581614887,0.32634234183851374,0,Red,105.0
1986,Will Brooks,Alex Oliveira,2016-10-01,-320,260,31.25,260.0,0.8161119721623591,0.18388802783764155,1,Red,-100.0
1987,Hacran Dias,Andre Fili,2016-10-01,-150,130,66.66666667,130.0,0.5572655065320385,0.4427344934679612,1,Blue,130.0
1988,Shamil Abdurakhimov,Walt Harris,2016-10-01,-145,125,68.96551724,125.0,0.5699504116493965,0.43004958835060036,0,,0.0
1989,Keita Nakamura,Elizeu Zaleski dos Santos,2016-10-01,-125,105,80.0,105.0,0.5248959954290118,0.4751040045709895,1,,0.0
1990,Nate Marquardt,Tamdan McCrory,2016-10-01,140,-160,140.0,62.5,0.47133709853576633,0.5286629014642327,0,Red,140.0
1991,Jonathan Wilson,Ion Cutelaba,2016-10-01,100,-120,100.0,83.33333333,0.37353155718027614,0.6264684428197204,1,Blue,83.33333333
1992,Cody East,Curtis Blaydes,2016-10-01,195,-235,195.0,42.55319149,0.40204444822746893,0.5979555517725285,1,Red,-100.0
