Loma Lookboonmee,Sam Hughes,,,,,2021-05-01,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,3.45,0.54,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,0,1,0,5.27,0.58,0.0,1.5,0.37,1,1,9,0,0,1,1,0,0,0,2,Orthodox,154.94,154.94,115,25,28,1,-1,-1,-2,0,-8,0,0,0,10.159999999999997,7.620000000000003,3,-1.82,0.0,-1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Michailidis,KB Bhullar,,,,,2021-05-01,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,4.31,0.49,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,193.04,198.12,185,1,0,0,4.8,0.52,0.0,0.75,0.5,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185,32,29,0,0,0,0,0,0,0,0,0,10.159999999999997,5.0800000000000125,-3,-0.4900000000000002,0.0,-0.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Sanders,Felipe Colares,,,,,2021-05-01,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,2.15,0.51,0.8,2.0,0.23,1,2,9,0,0,1,0,0,0,0,1,Orthodox,172.72,175.26,135,1,0,0,6.61,0.52,0.2,0.71,0.3,2,4,14,0,0,0,1,2,1,0,4,Southpaw,167.64,170.18,135,35,27,0,0,-1,-3,-2,-5,0,-2,-1,5.079999999999984,5.079999999999984,-8,-4.460000000000001,0.6000000000000001,1.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamaru Usman,Jorge Masvidal,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,True,Welterweight,MALE,5,1,0,0,4.22,0.48,0.3,1.54,0.59,4,8,70,1,0,1,8,7,1,0,17,Orthodox,180.34,187.96,170,0,13,0,4.63,0.54,0.1,3.27,0.48,13,0,46,4,0,0,9,3,1,0,13,Switch,182.88,193.04,170,33,36,1,-13,-9,4,8,24,-3,4,0,-2.539999999999992,-5.079999999999984,3,-0.4100000000000001,0.1999999999999999,-1.73,1,1,4.0,0.0,,,,,,,,0.0,,,,,2.0,,,,,,,,4.0,,,,,,Red,KO/TKO,Punch,2,1:02,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang Weili,Rose Namajunas,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Blue,True,Women's Strawweight,FEMALE,5,0,1,0,4.13,0.4,0.8,1.89,0.53,3,3,28,4,0,1,2,1,3,0,7,Orthodox,165.1,165.1,115,0,5,0,6.36,0.45,0.5,1.24,0.23,5,0,13,2,0,1,2,1,1,0,5,Switch,162.56,160.02,115,31,28,0,-4,-2,2,3,15,2,0,2,2.539999999999992,5.079999999999984,-3,-2.2300000000000004,0.3,0.6499999999999999,1,1,1.0,0.0,,,0.0,,,,,,,,,,3.0,,,1.0,,,,,,,,,,4.0,Red,KO/TKO,Kick,1,1:18,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valentina Shevchenko,Jessica Andrade,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,True,Women's Flyweight,FEMALE,5,0,1,0,6.15,0.5,0.4,2.97,0.55,4,6,40,3,0,1,5,4,2,0,12,Orthodox,154.94,157.48,115,0,6,0,3.02,0.51,0.4,2.64,0.63,6,2,40,6,0,1,4,2,2,0,9,Southpaw,165.1,167.64,125,33,29,0,-5,-2,3,4,0,-3,2,0,-10.159999999999997,-10.160000000000023,-4,3.1300000000000003,0.0,0.33,1,1,1.0,0.0,0.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,5.0,Red,KO/TKO,Elbows,2,3:19,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uriah Hall,Chris Weidman,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,3.03,0.43,0.9,3.92,0.47,9,5,39,5,0,0,4,4,3,0,11,Orthodox,187.96,198.12,185,0,3,0,3.34,0.51,0.2,0.67,0.38,3,7,36,0,0,1,1,7,0,0,9,Orthodox,182.88,200.66,185,36,36,0,-2,6,2,-2,3,5,-3,3,5.0800000000000125,-2.539999999999992,0,-0.31,0.7,3.25,1,1,11.0,9.0,,,,,,,9.0,,,,,,,,,,,,,11.0,,,,,,,Red,KO/TKO,,1,0:17,17,,,,,,,,,,,,,,,,,,,,,,,,,+500,,+375,,+1100,
Anthony Smith,Jimmy Crute,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Light Heavyweight,MALE,3,0,2,0,4.26,0.56,2.1,4.97,0.8,3,1,8,0,0,0,0,3,2,0,5,Orthodox,187.96,187.96,205,0,1,0,3.0,0.47,0.7,0.47,0.28,3,8,46,1,0,0,1,6,4,0,11,Orthodox,193.04,193.04,205,32,25,0,1,0,-6,-7,-38,-1,-3,-2,-5.079999999999984,-5.079999999999984,-7,1.2599999999999998,1.4,4.5,1,1,,6.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,,1,5:00,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Oliveira,Randy Brown,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,3.72,0.47,0.7,0.98,0.46,2,4,25,0,0,0,2,2,2,0,6,Orthodox,190.5,198.12,170,1,0,0,2.86,0.5,0.6,2.37,0.37,4,7,43,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170,33,30,0,0,-2,-5,-3,-18,0,-2,-1,10.159999999999997,5.0800000000000125,-3,0.8600000000000003,0.0999999999999999,-1.39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:50,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Grant,Stefan Sekulic,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,1.83,0.5,0.5,2.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,1,0,0,3.36,0.36,0.0,0.5,1.0,2,2,10,0,0,1,0,2,0,0,3,Switch,185.42,193.04,170,36,29,0,0,-2,-3,-1,-7,0,-2,0,-2.5400000000000205,-2.539999999999992,-7,-1.5299999999999998,0.5,1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Roberson,Brendan Allen,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,3.35,0.58,2.1,1.73,0.5,4,1,9,0,0,0,1,1,2,0,4,Orthodox,187.96,190.5,185,1,0,0,2.87,0.51,0.7,0.92,0.57,2,3,14,0,0,1,1,1,2,0,5,Southpaw,185.42,187.96,185,30,25,0,0,2,-1,-2,-5,0,0,0,2.539999999999992,2.539999999999992,-5,0.48,1.4,0.8099999999999999,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Ankle Lock,1,4:55,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat Sabatini,Tristan Connelly,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Featherweight,MALE,3,0,1,0,2.77,0.47,0.5,0.5,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,170,0,0,0,1.73,0.57,1.0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,30,35,0,1,1,1,0,3,0,0,0,5.0800000000000125,-5.0800000000000125,5,1.04,-0.5,-0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danaa Batgerel,Kevin Natividad,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,2.63,0.24,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,0,1,0,5.78,0.39,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,170.18,177.8,135,31,28,1,-1,-1,-1,0,-1,0,-1,0,-2.539999999999992,0.0,-3,-3.1500000000000004,0.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazula Vargas,Rong Zhu,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,2.8,0.4,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,2,0,0,3.85,0.53,0.4,0.44,0.25,0,2,4,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,155,35,21,-2,0,0,0,-2,-4,0,0,0,2.539999999999992,0.0,-14,-1.0500000000000005,-0.4,2.56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aori Qileng,Jeff Molina,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Blue,False,Flyweight,MALE,3,0,1,0,8.83,0.47,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,0,0,0,7.73,0.44,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,27,23,0,1,1,1,0,3,0,0,0,-2.539999999999992,0.0,-4,1.0999999999999996,0.0,-3.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Na Liang,Ariane Carnelossi,,,,,2021-04-24,"Jacksonville, Florida, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,5.22,0.44,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,115,0,0,0,2.94,0.7,2.3,6.96,0.75,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,115,24,28,1,0,0,0,1,3,0,0,0,-7.620000000000003,-15.240000000000007,4,2.28,-2.3,-6.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:28,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Whittaker,Kelvin Gastelum,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,0,1,0,3.52,0.42,0.1,1.16,0.37,5,6,47,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,0,2,0,4.68,0.41,0.0,0.64,0.34,9,3,45,2,0,1,7,5,0,0,13,Orthodox,182.88,185.42,185,30,29,0,-1,-4,-2,3,2,-1,-2,2,-7.620000000000003,-5.0800000000000125,-1,-1.1599999999999997,0.1,0.5199999999999999,1,1,8.0,1.0,,,,,,,1.0,,,,,,13.0,,,,,,,8.0,,,,,,,Red,U-DEC,,5,5:00,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Arlovski,Chase Sherman,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,1,0,6.0,0.45,0.0,0.0,0.0,2,5,19,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,1,0,0,3.62,0.44,0.2,0.45,0.36,6,18,85,5,0,1,7,11,2,0,21,Orthodox,190.5,195.58,240,42,31,-1,1,-4,-18,-13,-66,-5,-9,-2,2.539999999999992,2.539999999999992,-11,2.38,-0.2,-0.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdul Razak Alhassan,Jacob Malkoun,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,1,0,0,1.76,0.47,2.0,7.84,0.33,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,2,0,0,3.71,0.47,0.0,0.53,0.28,3,3,11,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,170,35,25,-1,0,-3,-4,-2,-10,0,-4,0,-2.5400000000000205,0.0,-10,-1.95,2.0,7.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracy Cortez,Justine Kish,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,4.51,0.48,0.1,0.87,0.33,2,3,18,0,0,0,3,0,0,0,3,Orthodox,165.1,162.56,125,0,3,0,3.85,0.55,0.2,3.0,0.46,3,0,9,0,0,0,3,0,0,0,3,Orthodox,165.1,165.1,135,27,33,1,-3,-1,0,3,9,0,0,0,0.0,-2.539999999999992,6,0.6599999999999997,-0.1,-2.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Pena,Alexander Munoz,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,3.96,0.43,0.0,3.0,0.39,1,1,6,0,0,0,1,0,0,0,1,Switch,175.26,182.88,155,1,0,0,3.66,0.46,1.2,1.17,0.33,2,3,19,0,0,0,2,1,1,0,4,Southpaw,190.5,190.5,155,27,31,0,0,-1,-3,-2,-13,0,-1,-1,-15.240000000000007,-7.620000000000003,4,0.2999999999999998,-1.2,1.83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandr Romanov,Juan Espino,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,2,0,2.38,0.7,2.4,8.93,0.78,2,0,2,0,0,0,0,0,2,0,2,,190.5,203.2,255,0,2,0,3.68,0.44,1.8,4.75,0.61,2,0,3,0,0,0,0,0,2,0,2,Southpaw,187.96,190.5,262,30,40,0,0,0,0,0,-1,0,0,0,2.539999999999992,12.699999999999989,10,-1.3000000000000005,0.5999999999999999,4.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,1:05,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessica Penne,Loopy Godinez,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,0,0,2.67,0.54,0.0,3.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,154.94,115,3,0,0,2.4,0.33,0.6,1.5,0.23,2,4,21,1,0,1,0,1,2,0,4,Orthodox,165.1,170.18,115,38,27,-3,0,-2,-4,-4,-21,-1,-1,-2,-7.620000000000003,-15.240000000000007,-11,0.27,-0.6,1.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartosz Fabinski,Gerald Meerschaert,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,3.31,0.43,1.8,2.28,0.43,2,6,23,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,2,0,0,2.23,0.68,0.0,7.1,0.7,3,2,11,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,34,33,0,0,-1,3,4,12,0,1,5,2.5400000000000205,5.0800000000000125,-1,1.08,1.8,-4.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,2:00,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hubbard,Dakota Bush,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,0,0,2.73,0.39,0.0,1.0,0.16,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,1,0,0,3.66,0.5,0.0,0.81,0.66,1,3,12,0,0,0,1,1,0,0,2,Orthodox,177.8,180.34,155,29,26,-1,0,-1,-2,-3,-12,0,-1,0,0.0,5.0800000000000125,-3,-0.9300000000000002,0.0,0.1899999999999999,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Gravely,Anthony Birchak,,,,,2021-04-17,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,3.93,0.36,0.5,0.48,0.14,1,3,7,0,0,1,0,1,0,0,2,Orthodox,172.72,175.26,135,0,1,0,4.01,0.54,0.6,6.11,0.54,1,1,9,0,0,1,0,1,0,0,2,Orthodox,165.1,175.26,135,29,34,1,-1,0,0,2,-2,0,0,0,7.620000000000003,0.0,5,-0.0799999999999996,-0.0999999999999999,-5.630000000000001,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,1:31,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Vettori,Kevin Holland,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,1,0,0,3.74,0.54,0.6,0.92,0.45,5,3,31,0,0,2,2,3,2,0,9,Orthodox,190.5,205.74,185,0,4,1,3.88,0.43,0.7,2.24,0.47,4,2,25,1,0,0,4,0,2,0,6,Southpaw,182.88,187.96,185,27,28,1,-4,1,3,1,6,-1,3,0,7.620000000000003,17.78,1,-0.1399999999999996,-0.0999999999999999,-1.3200000000000005,1,1,10.0,6.0,,,,,,,6.0,,,,,,,,,,,,,10.0,,,,,,,Red,U-DEC,,5,5:00,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Allen,Sodiq Yusuff,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,5,0,5.43,0.48,0.5,0.0,0.0,5,0,11,0,0,0,3,2,0,0,5,Orthodox,175.26,180.34,145,0,7,0,2.96,0.4,0.4,1.44,0.5,7,0,21,0,0,1,4,0,2,0,7,Southpaw,172.72,177.8,145,27,27,0,-2,-2,-2,0,-10,0,2,-2,2.539999999999992,2.539999999999992,0,2.47,0.0999999999999999,-1.44,1,1,11.0,10.0,,,,,,,,,,10.0,,,,,,,,,,,,,11.0,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Alvey,Julian Marquez,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,4.2,0.45,3.2,0.0,0.0,2,1,10,0,0,0,0,1,2,0,3,Orthodox,187.96,182.88,185,4,0,1,3.2,0.43,0.1,0.07,0.16,4,9,44,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,34,30,-4,1,-2,-7,-8,-34,0,-4,1,0.0,-7.620000000000003,-4,1.0,3.1,-0.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,2:07,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nina Nunes,Mackenzie Dern,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,3,0,3.64,0.38,2.3,0.51,0.1,3,1,12,0,0,1,1,0,3,0,5,Orthodox,162.56,160.02,115,1,0,0,4.64,0.47,0.6,0.28,0.4,4,3,21,0,0,0,3,0,1,0,4,Orthodox,165.1,162.56,115,35,28,-1,3,-1,1,-2,-9,0,0,2,-2.539999999999992,-2.539999999999992,-7,-0.9999999999999996,1.6999999999999995,0.2299999999999999,1,1,11.0,5.0,,,5.0,,,,,,,,,,12.0,,,11.0,,,,,,,,,,,Red,SUB,Armbar,1,4:48,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Perry,Daniel Rodriguez,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,1,0,0,7.87,0.48,0.2,1.06,0.55,4,1,12,0,0,0,2,1,1,0,4,Southpaw,185.42,187.96,170,1,0,0,4.32,0.47,0.2,0.81,0.4,2,7,33,0,0,1,2,4,0,0,7,Orthodox,177.8,180.34,170,29,34,0,0,2,-3,-6,-21,0,-3,1,7.620000000000003,7.620000000000003,5,3.55,0.0,0.25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Miller,Joe Solecki,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,3,0,2.68,0.66,0.8,2.39,0.5,3,0,5,0,0,0,1,0,2,0,3,Orthodox,175.26,177.8,155,1,0,0,2.65,0.4,1.8,1.63,0.43,7,14,80,0,0,2,6,3,10,0,21,Southpaw,172.72,180.34,155,37,27,-1,3,-4,-18,-14,-75,0,-3,-8,2.539999999999992,-2.539999999999992,-10,0.0300000000000002,-1.0,0.7600000000000002,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Holtzman,Mateusz Gamrot,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.26,0.48,0.0,4.91,0.33,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,1,0,0,4.32,0.48,0.2,2.07,0.56,3,4,30,0,0,0,4,2,1,0,7,Orthodox,175.26,175.26,155,37,30,0,0,-3,-7,-3,-27,0,-2,-1,2.5400000000000205,2.5400000000000205,-7,-0.0600000000000005,-0.2,2.8400000000000003,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:22,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Makdessi,Ignacio Bahamondes,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,1,0,7.91,0.41,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,170,1,0,0,5.57,0.51,0.0,0.0,0.0,3,7,42,0,0,1,6,3,0,0,10,Orthodox,172.72,172.72,155,35,23,-1,1,-2,-9,-7,-40,0,-2,0,17.78,17.78,-12,2.34,0.0,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorgan De Castro,Jarjis Danho,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,1,0,1,3.38,0.5,0.0,0.51,0.16,0,1,6,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,265,2,0,0,2.46,0.43,0.0,0.0,0.0,2,2,8,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,250,34,37,-1,0,-2,-2,-1,-2,0,-2,0,7.620000000000003,0.0,3,0.92,0.0,0.51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,3:02,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter Azure,Jack Shore,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,3.14,0.57,0.8,5.52,0.46,2,0,5,0,0,0,0,0,2,0,2,Orthodox,172.72,180.34,135,0,1,0,3.92,0.53,1.3,1.97,0.34,2,1,11,0,0,0,3,0,0,0,3,Orthodox,172.72,175.26,145,29,26,0,1,0,-1,-1,-6,0,0,2,0.0,5.0800000000000125,-3,-0.7799999999999998,-0.5,3.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Saldana,Jordan Griffin,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,2.52,0.46,1.9,1.45,0.35,1,3,12,0,0,0,0,0,2,0,2,Southpaw,177.8,185.42,145,0,1,0,4.39,0.51,0.6,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,145,30,31,1,-1,0,1,3,9,0,-1,2,-2.539999999999992,0.0,1,-1.87,1.2999999999999998,1.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,+135,,+1000,,+275
Da-Un Jung,William Knight,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,0,3,0,3.56,0.74,0.3,2.56,0.53,3,0,7,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,0,2,1,3.95,0.45,0.3,2.79,0.61,2,0,7,0,0,0,0,1,1,0,2,Orthodox,193.04,198.12,205,27,33,0,1,1,1,0,0,0,1,-1,-15.23999999999998,-12.699999999999989,6,-0.3900000000000001,0.0,-0.2299999999999999,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impa Kasanganay,Sasha Palatnikov,,,,,2021-04-10,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,7.58,0.52,0.0,0.82,1.0,1,0,3,0,0,0,0,1,0,0,1,Switch,185.42,182.88,170,1,0,0,5.08,0.49,0.3,1.83,0.58,3,1,11,0,0,0,3,0,0,0,3,Orthodox,180.34,190.5,170,27,32,-1,1,-2,-2,-1,-8,0,1,0,5.0800000000000125,-7.620000000000003,5,2.5,-0.3,-1.0100000000000002,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,0:26,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipe Miocic,Francis Ngannou,,,,,2021-03-27,"Las Vegas, Nevada, USA",USA,Blue,True,Heavyweight,MALE,5,0,4,0,2.54,0.41,0.4,0.2,0.33,6,2,20,1,0,0,0,9,1,0,10,Orthodox,193.04,210.82,250,0,2,0,4.82,0.53,0.0,1.86,0.34,6,3,44,7,0,0,5,9,0,0,14,Orthodox,193.04,203.2,240,38,34,0,2,0,-4,-1,-24,-6,0,1,0.0,7.620000000000003,-4,-2.28,0.4,-1.66,1,1,1.0,0.0,,,,,0.0,,,,,,,,3.0,,,,,1.0,,,,,,,,13.0,Red,KO/TKO,Punch,2,0:52,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
