,num_fights,num_bets,num_wins,num_losses,num_under,num_under_losses,num_under_wins,num_even,num_even_losses,num_even_wins,num_fav,num_fav_wins,num_fav_losses,profit,profit_per_bet,profit_per_fight
0,601,469,254,215,291,167,124,7,1,6,171,124,47,2223.433245099999,4.740795831769721,3.6995561482529102
