,num_fights,num_bets,num_wins,num_losses,num_under,num_under_losses,num_under_wins,num_even,num_even_losses,num_even_wins,num_fav,num_fav_wins,num_fav_losses,profit,profit_per_bet,profit_per_fight
0,585,539,245,294,324,209,115,9,5,4,206,126,80,-1723.4998344990026,-3.1975878191076115,-2.9461535632461584
