,num_fights,num_bets,num_wins,num_losses,num_under,num_under_losses,num_under_wins,num_even,num_even_losses,num_even_wins,num_fav,num_fav_wins,num_fav_losses,profit,profit_per_bet,profit_per_fight
0,3280,3103,1464,1639,1952,1232,720,61,29,32,1090,712,378,12190.233353829997,39.39090901767442,37.16534559094511
