R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs
Zak Cummings,Alexander Yakovlev,-170,150,58.82352941,150,11/19/2016,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE,3,1,0,0,24,0.542,0,1,0.38,2,3,13,0,0,0,1,1,0,0,2,Southpaw,190.5,187.96,155,1,0,0,26,0.343333333,0.5,1.166666667,0.365,2,2,13,0,0,0,2,1,1,0,4,Southpaw,182.88,190.5,185,32,32,0,0,0,-2,-1,0,0,0,-1,7.62,-2.54,0,-2,-0.5,-0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,2,4:02,542
Marion Reneau,Milana Dudieva,-225,185,44.44444444,185,11/19/2016,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,5.5,0.15,0,1.5,0.45,1,1,4,0,0,1,0,0,0,0,1,Orthodox,160.02,154.94,135,2,0,0,42.5,0.365,0.5,0.25,0.25,2,2,10,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135,39,27,1,0,-1,-1,1,-6,0,0,-1,-7.62,-17.78,12,-37,-0.5,1.25,0,1,,15,,,,15,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Elbows,3,3:03,783
Brett Johns,Kwan Ho Kwak,-220,180,45.45454545,180,11/19/2016,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Red,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,177.8,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,24,27,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Charlie Ward,Abdul Razak Alhassan,270,-330,270,30.3030303,11/19/2016,"Belfast, Northern Ireland, United Kingdom", United Kingdom,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,35,31,0,0,0,0,0,0,0,0,0,-2.54,0,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:53,53
Eddie Alvarez,Conor McGregor,140,-160,140,62.5,11/12/2016,"New York City, New York, USA", USA,Blue,TRUE,Lightweight,MALE,5,0,1,0,49,0.496666667,0,0.555555556,0.2,7,1,18,2,1,0,1,6,0,0,8,Southpaw,175.26,187.96,155,0,3,0,41.5,0.4625,0,2.5,0.25,3,1,10,1,0,2,0,1,0,0,3,Orthodox,175.26,175.26,155,32,28,0,-2,4,5,0,8,1,5,0,0,12.7,4,7.5,0,-1.944444444,0,1,,0,,,,,,,,,0,,,,7,,,,,,,,,,0,,,4,Red,KO/TKO,Punches,2,3:04,484
Joanna Jedrzejczyk,Karolina Kowalkiewicz,-400,325,25,325,11/12/2016,"New York City, New York, USA", USA,Red,TRUE,Women's Strawweight,FEMALE,5,0,3,0,89.66666667,0.393333333,0,0,0,3,0,9,0,0,1,2,0,0,0,3,Orthodox,160.02,162.56,115,0,6,0,109.8333333,0.45,0,0.166666667,0.083333333,6,0,21,4,0,1,3,2,0,0,6,Orthodox,167.64,165.1,125,29,31,0,-3,-3,-3,0,-12,-4,-2,0,-7.62,-2.54,-2,-20.16666663,0,-0.166666667,0,1,2,0,,,0,,,,,,,,,,8,,,2,,,,,,,,,,,Red,U-DEC,,5,5:00,1500
Chris Weidman,Yoel Romero,-220,180,45.45454545,180,11/12/2016,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,7,0,40,0.618571429,0,1.571428571,0.261428571,7,0,19,0,0,1,1,5,0,0,7,Southpaw,182.88,185.42,185,1,0,0,33.6,0.49,0.7,2.4,0.699,9,1,24,5,0,0,3,4,2,0,9,Orthodox,187.96,198.12,185,32,39,1,7,-2,-2,1,-5,-5,1,-2,-5.08,-12.7,-7,6.4,-0.7,-0.828571429,0,1,4,2,,,,,,,2,,,,,,,,,,,,,4,,,,,,,Red,KO/TKO,Flying Knee,3,0:24,624
Miesha Tate,Raquel Pennington,-140,120,71.42857143,120,11/12/2016,"New York City, New York, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,3,0,50.85714286,0.528571429,0.857142857,1.285714286,0.537142857,3,2,18,0,0,1,2,0,2,0,5,Orthodox,170.18,170.18,135,1,0,0,31.625,0.42375,1.375,1.125,0.20125,5,3,24,3,1,0,3,0,1,0,5,Orthodox,167.64,165.1,135,30,28,1,3,-2,0,1,-6,-3,0,1,2.54,5.08,2,19.23214286,-0.517857143,0.160714286,0,1,8,1,,,,1,,,,,,,,,,,,,8,,,,,,,,,,Red,U-DEC,,3,5:00,900
Frankie Edgar,Jeremy Stephens,-325,265,30.76923077,265,11/12/2016,"New York City, New York, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,35.13043478,0.465652174,0.391304348,1.173913043,0.307391304,3,11,62,0,0,1,5,5,0,1,12,Orthodox,172.72,180.34,145,1,0,0,63.3,0.415,0.4,3.05,0.3165,5,6,74,8,0,0,8,4,2,0,14,Orthodox,167.64,172.72,145,35,30,1,1,-2,-2,-5,-12,-8,2,-2,5.08,7.62,5,-28.16956522,-0.008695652,-1.876086957,0,1,7,2,,,,,,,,,,2,,,,,,,,,,,,,7,,,,Red,U-DEC,,3,5:00,900
Khabib Nurmagomedov,Michael Johnson,-345,285,28.98550725,285,11/12/2016,"New York City, New York, USA", USA,Red,FALSE,Lightweight,MALE,3,0,1,0,44.26666667,0.346,0,0.466666667,0.35,4,6,37,1,0,0,5,4,0,0,9,Southpaw,177.8,185.42,145,0,7,0,38.57142857,0.492857143,0.428571429,5.285714286,0.387142857,7,0,18,0,0,0,4,2,1,0,7,Orthodox,177.8,177.8,155,28,30,0,-6,-3,2,-6,19,1,2,-1,0,7.62,-2,5.6952381,-0.428571429,-4.819047619,0,1,6,2,,,,,,,,,2,,,,,,,,,,,,,6,,,,,Red,SUB,Kimura,3,2:31,751
Rafael Natal,Tim Boetsch,-145,125,68.96551724,125,11/12/2016,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,27.68421053,0.506842105,0.578947368,1.105263158,0.207368421,4,9,43,0,0,2,3,5,0,0,10,Orthodox,182.88,187.96,185,1,0,0,42.46666667,0.481333333,0.466666667,2.4,0.290666667,4,6,42,0,0,2,5,1,1,0,9,Orthodox,182.88,193.04,185,33,35,1,1,0,1,-3,1,0,4,-1,0,-5.08,-2,-14.78245614,0.112280701,-1.294736842,0,1,,14,,,,,,,14,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,3:22,202
Vicente Luque,Belal Muhammad,-125,105,80,105,11/12/2016,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,71.5,0.41,0,2.5,0.5,1,1,6,0,0,0,0,1,0,0,1,Orthodox,180.34,182.88,170,0,3,0,19,0.4775,0.75,1,0.2,3,1,7,0,0,0,0,1,2,0,3,Orthodox,180.34,190.5,170,24,28,0,-2,-2,-2,0,-1,0,0,-2,0,-7.62,-4,52.5,-0.75,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:19,79
Jim Miller,Thiago Alves,135,-155,135,64.51612903,11/12/2016,"New York City, New York, USA", USA,Red,FALSE,Catch Weight,MALE,3,1,0,0,37.4,0.4675,0.3,0.55,0.2995,7,7,47,1,0,0,4,7,1,1,13,Orthodox,175.26,177.8,170,0,2,0,28.29166667,0.36125,1.458333333,1.125,0.424583333,7,8,56,0,0,2,5,3,6,0,16,Southpaw,172.72,180.34,155,33,33,-1,-2,0,-3,1,-9,1,5,-5,2.54,-2.54,0,9.10833333,-1.158333333,-0.575,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Liz Carmouche,Katlyn Chookagian,145,-165,145,60.60606061,11/12/2016,"New York City, New York, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,45,0.32,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,172.72,125,0,1,0,30.6,0.57,0.4,2.2,0.592,1,3,12,1,0,0,1,1,0,0,2,Orthodox,167.64,167.64,125,32,27,0,0,0,-1,3,-9,-1,-1,0,7.62,5.08,5,14.4,-0.4,-2.2,0,1,14,9,,,,9,,,,,,,,,,,,,14,,,,,,,,,,Red,S-DEC,,3,5:00,900
Rafael Dos Anjos,Tony Ferguson,-140,120,71.42857143,120,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Lightweight,MALE,5,0,8,0,38.75,0.405,1.083333333,0.5,0.346666667,8,1,23,1,0,1,2,2,5,1,11,Orthodox,180.34,193.04,155,1,0,0,34.6,0.418,0.6,1.95,0.3365,5,6,50,3,0,0,8,4,2,0,14,Southpaw,172.72,177.8,170,32,32,1,8,3,-3,5,-27,-2,-1,3,7.62,15.24,0,4.15,0.483333333,-1.45,0,1,3,2,,,,,,,,,2,,,,12,,,,,,,,,3,,,,,Red,U-DEC,,5,5:00,1500
Diego Sanchez,Marcin Held,250,-300,250,33.33333333,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,1,0,0,34.875,0.38625,0.75,1.166666667,0.257916667,6,9,65,2,0,3,7,5,0,0,15,Southpaw,177.8,182.88,170,34,24,1,0,-6,-15,9,-65,-2,-5,0,-2.54,-2.54,10,-34.875,-0.75,-1.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Ricardo Lamas,Charles Oliveira,-110,-110,90.90909091,90.90909091,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Featherweight,MALE,3,1,0,0,23.8125,0.506875,1.25,1.25,0.364375,4,7,31,0,0,0,1,0,8,0,9,Orthodox,177.8,187.96,155,1,0,0,31,0.44,0.7,1.1,0.192,4,3,24,1,0,0,3,2,2,0,7,Orthodox,172.72,180.34,145,34,27,0,0,0,2,-4,7,-1,-2,6,5.08,7.62,7,-7.1875,0.55,0.15,0,1,8,4,,,,,,,,,,4,,,,,,,,,,,,,8,,,,Red,SUB,Guillotine Choke,2,2:13,433
Martin Bravo,Claudio Puelles,-105,-115,95.23809524,86.95652174,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,TRUE,Lightweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,182.88,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,145,23,20,0,0,0,0,0,0,0,0,0,7.62,2.54,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,1:55,415
Beneil Dariush,Rashid Magomedov,-115,-105,86.95652174,95.23809524,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE,3,0,4,0,70,0.5325,0.25,0.75,0.375,4,0,12,0,0,0,3,1,0,0,4,Orthodox,175.26,177.8,155,0,1,0,30.88888889,0.477777778,0.555555556,1,0.323333333,5,2,18,0,0,1,2,1,3,0,7,Southpaw,177.8,182.88,155,27,31,0,3,-1,-3,2,-6,0,0,-3,-2.54,-5.08,-4,39.11111111,-0.305555556,-0.25,0,1,15,9,,,,,,,,,9,,,,,,,,,,,,,15,,,,,Red,U-DEC,,3,5:00,900
Alexa Grasso,Heather Jo Clark,-620,460,16.12903226,460,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,63,0.51,0.5,0.5,0.1,1,1,6,0,0,0,1,0,0,0,1,Orthodox,167.64,162.56,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,115,23,36,-1,0,1,1,-1,6,0,0,0,2.54,-5.08,-13,63,0.5,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Erik Perez,Felipe Arantes,-240,200,41.66666667,200,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Bantamweight,MALE,3,0,2,0,28.55555556,0.516666667,0.555555556,1,0.281111111,2,4,22,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,0,2,0,31.125,0.4825,0.125,2,0.33125,3,2,17,0,0,0,3,2,1,0,6,Orthodox,172.72,172.72,135,26,28,0,0,-1,-1,-2,5,0,-1,1,0,12.7,-2,-2.56944444,0.430555556,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
Marco Beltran,Joe Soto,-135,115,74.07407407,115,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Catch Weight,MALE,3,0,1,0,45.25,0.3475,1.5,0.5,0.1175,1,3,12,1,0,0,0,0,1,0,1,Orthodox,167.64,165.1,135,0,3,0,27,0.413333333,0.333333333,0.666666667,0.416666667,3,0,8,0,0,1,1,0,1,0,3,Orthodox,172.72,175.26,125,30,29,0,-2,-2,-2,-3,4,1,0,0,-5.08,-10.16,1,18.25,1.166666667,-0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Heel Hook,1,1:37,97
Erick Montano,Max Griffin,125,-135,125,74.07407407,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Welterweight,MALE,3,1,0,0,13,0.37,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,170,1,0,0,35,0.465,0,2,0.455,1,1,6,1,0,1,0,0,0,0,1,Orthodox,182.88,185.42,170,30,30,0,0,-1,-1,0,-3,-1,0,0,-2.54,7.62,0,-22,1,-2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:54,54
Henry Briones,Douglas Silva de Andrade,-105,-115,95.23809524,86.95652174,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Bantamweight,MALE,3,0,1,0,33,0.28,0,0,0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,1,0,0,33.5,0.415,0.5,0,0,1,1,5,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,36,31,1,1,0,0,0,1,0,0,-1,-2.54,-2.54,5,-0.5,-0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Spinning Back Fist,3,2:33,753
Sam Alvey,Alex Nicholson,-165,145,60.60606061,145,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Middleweight,MALE,3,0,1,0,17,0.445,0,0,0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,193.04,205.74,185,0,2,0,24.375,0.54875,0.125,0,0,3,3,13,0,0,0,0,4,1,0,5,Southpaw,187.96,190.5,205,30,26,0,-1,-2,-4,2,-10,0,-3,-1,5.08,15.24,4,-7.375,-0.125,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Polo Reyes,Jason Novelli,-155,135,64.51612903,135,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE,3,1,0,0,8,0.28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,155,0,2,0,72.5,0.385,0,0,0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,180.34,180.34,155,31,37,-1,-2,-2,-2,-1,-2,0,-2,0,2.54,10.16,-6,-64.5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,
Enrique Barzola,Chris Avila,-550,425,18.18181818,425,11/5/2016,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Featherweight,MALE,3,1,0,0,42,0.32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,1,0,0,46.5,0.43,0,3,0.33,1,1,6,1,0,0,1,0,0,0,1,Switch,170.18,177.8,145,27,23,0,0,-1,-1,0,-3,-1,0,0,7.62,5.08,4,-4.5,0,-3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900
Michael Bisping,Dan Henderson,-260,220,38.46153846,220,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Red,TRUE,Middleweight,MALE,5,0,1,0,26.17647059,0.507058824,0.294117647,0.823529412,0.231764706,4,8,42,3,0,2,3,4,0,0,9,Orthodox,180.34,187.96,185,0,4,0,54.38461538,0.389615385,0.192307692,1,0.256923077,4,7,70,2,0,2,7,10,0,0,19,Orthodox,185.42,190.5,185,37,46,0,-3,0,-10,-1,-28,1,-6,0,-5.08,-2.54,-9,-28.20814479,0.101809955,-0.176470588,0,1,13,0,,,,,,,0,,,,,,10,,,,,,,13,,,,,,,Red,U-DEC,,5,5:00,1500
Vitor Belfort,Gegard Mousasi,300,-360,300,27.77777778,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE,3,0,2,0,37.66666667,0.505555556,0.333333333,0.777777778,0.333333333,2,3,22,0,0,0,3,2,1,0,6,Orthodox,187.96,193.04,185,1,0,0,10.45454545,0.525454545,0.363636364,0.272727273,0.125,3,8,32,6,0,0,0,11,2,1,14,Southpaw,182.88,187.96,185,39,31,1,2,-1,-8,5,-10,-6,-10,-1,5.08,5.08,8,27.21212122,-0.030303031,0.505050505,0,1,9,5,,,,,,,5,,,,,,,,,,,,,9,,,,,,,Red,KO/TKO,Punches,2,2:43,463
Ovince Saint Preux,Jimi Manuwa,-145,125,68.96551724,125,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,30.5,0.55,0.166666667,0.5,0.166666667,3,2,12,0,0,0,1,1,0,2,4,Orthodox,185.42,200.66,205,1,0,0,25.7,0.519,0.2,0.6,0.3,4,3,25,1,1,0,1,4,1,0,7,Southpaw,190.5,203.2,205,33,36,0,0,-1,-3,1,-13,-1,-1,-1,-5.08,-2.54,-3,4.8,-0.033333333,-0.1,0,1,8,5,,,,,,5,,,,,,,,,,,,,8,,,,,,,,Red,KO/TKO,Punch,2,2:38,458
Stefan Struve,Daniel Omielanczuk,-190,165,52.63157895,165,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Red,FALSE,Heavyweight,MALE,3,0,3,0,35.5,0.693333333,0.166666667,0.666666667,0.288333333,3,2,16,0,2,0,0,2,0,0,4,Southpaw,182.88,187.96,247,0,1,0,23.76470588,0.467058824,1.117647059,0.235294118,0.235294118,4,6,30,0,1,0,1,5,4,0,11,Orthodox,210.82,213.36,265,28,34,0,2,-1,-7,4,-14,0,-3,-4,-27.94,-25.4,-6,11.73529412,-0.950980392,0.431372549,0,1,14,12,,,,,12,,,,,,,,,,,,,14,,,,,,,,,Red,SUB,D'Arce Choke,2,1:41,401
Mirsad Bektic,Russell Doane,-580,440,17.24137931,440,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Red,FALSE,Featherweight,MALE,3,3,0,0,22.4,0.42,0.8,2,0.266,2,3,12,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,135,0,3,0,33.33333333,0.486666667,0,2.333333333,0.586666667,3,0,8,0,1,0,1,1,0,0,3,Orthodox,172.72,177.8,145,25,30,-3,-3,-1,-1,-3,4,0,-1,1,-2.54,0,-5,-10.93333333,0.8,-0.333333333,0,1,,15,,,,,,,,,,15,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,1,4:22,262
Brad Pickett,Iuri Alcantara,130,-150,130,66.66666667,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Bantamweight,MALE,3,1,0,0,28.91666667,0.475,0.416666667,1.166666667,0.388333333,3,5,30,0,0,1,4,2,0,0,7,Southpaw,175.26,180.34,135,0,1,0,35.90909091,0.306363636,0.181818182,1.636363636,0.335454545,2,6,26,0,0,2,1,1,1,0,5,Orthodox,167.64,172.72,135,38,36,-1,-1,1,2,1,4,0,1,-1,7.62,7.62,2,-6.99242424,0.234848485,-0.469696969,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1,1:59,119
Davey Grant,Damian Stasiak,-190,165,52.63157895,165,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Bantamweight,MALE,3,0,1,0,8,0.63,1,1.5,0.75,1,1,4,0,0,0,0,0,1,0,1,Orthodox,165.1,177.8,135,0,1,0,45,0.53,0,0.5,0.1,1,1,5,1,0,0,1,0,0,0,1,Orthodox,172.72,175.26,135,30,26,0,0,0,0,0,-1,-1,0,1,-7.62,2.54,4,-37,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3,2:56,776
Leon Edwards,Albert Tumenov,150,-170,150,58.82352941,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE,3,1,0,0,35.28571429,0.414285714,0,0.142857143,0.142857143,5,2,14,0,0,1,1,3,0,0,5,Orthodox,180.34,185.42,170,0,1,0,24.4,0.634,0.2,0.4,0.132,2,2,13,0,0,0,2,1,0,0,3,Southpaw,182.88,187.96,170,25,24,-1,-1,3,2,0,1,0,2,0,-2.54,-2.54,1,10.88571429,-0.2,-0.257142857,0,1,14,,,,,,,,,,,,,,,,,,,,,,14,,,,,,Blue,SUB,Rear Naked Choke,3,3:01,781
Lukasz Sajewski,Marc Diakiese,245,-290,245,34.48275862,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,2,0,0,20,0.38,0,0,0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,155,25,23,2,0,0,0,2,-4,0,0,0,5.08,5.08,2,-20,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:40,580
Danny Roberts,Mike Perry,110,-130,110,76.92307692,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Blue,FALSE,Welterweight,MALE,3,0,1,0,31,0.62,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,170,0,2,0,33,0.42,0.5,0,0,2,0,4,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,170,29,25,0,-1,-1,-1,0,-3,0,1,-1,-7.62,-7.62,4,-2,-0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,3,4:40,880
Leonardo Santos,Adriano Martins,175,-210,175,47.61904762,10/8/2016,"Manchester, England, United Kingdom", United Kingdom,Red,FALSE,Lightweight,MALE,3,0,3,0,10.6,0.452,0.2,0.8,0.35,3,1,8,0,0,1,0,2,1,0,4,Southpaw,177.8,182.88,155,0,3,0,25.6,0.428,0.4,1,0.428,3,1,11,1,0,0,1,1,2,0,4,Orthodox,182.88,190.5,155,36,33,0,0,0,0,0,-3,-1,1,-1,-5.08,-7.62,3,-15,-0.2,-0.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
John Lineker,John Dodson,105,-125,105,80,10/1/2016,"Portland, Oregon, USA", USA,Red,FALSE,Bantamweight,MALE,5,0,1,0,37.44444444,0.423333333,0,0.777777778,0.304444444,3,2,23,3,0,0,2,4,0,1,7,Orthodox,160.02,167.64,135,0,5,0,54,0.420909091,0.545454545,0.454545455,0.181818182,5,2,24,0,0,0,3,5,1,0,9,Orthodox,160.02,170.18,135,26,32,0,-4,-2,-2,0,-1,3,0,-1,0,-2.54,-6,-16.55555556,-0.545454545,0.323232323,0,1,10,3,,,,,,,,,,,3,,,,,,,,,,,,,10,,,Red,S-DEC,,5,5:00,1500
Will Brooks,Alex Oliveira,-320,260,31.25,260,10/1/2016,"Portland, Oregon, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,26.16666667,0.44,0.5,1.666666667,0.193333333,3,2,14,0,0,0,2,1,1,0,4,Orthodox,180.34,193.04,170,0,1,0,80,0.53,0,1,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,182.88,155,29,28,0,0,2,3,-2,11,0,1,1,2.54,10.16,1,-53.83333333,0.5,0.666666667,0,1,,11,,,,,,,,,11,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,3:30,810
Joshua Burkman,Zak Ottow,-260,220,38.46153846,220,10/1/2016,"Portland, Oregon, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,1,0,0,32,0.493333333,0.266666667,2.2,0.44,2,9,39,0,0,1,3,1,1,0,6,Orthodox,177.8,182.88,170,36,29,1,0,-2,-6,9,-39,0,-1,-1,2.54,0,7,-32,-0.266666667,-2.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900
