R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1
Dennis Siver,Diego Nunes,170,-185,170,54.05405405,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Featherweight,MALE,3,0,1,0,46,0.443333333,0,0.666666667,0.333333333,1,1,9,0,0,1,1,0,0,0,2,Orthodox,167.64,170.18,145,1,0,0,31,0.334615385,0.230769231,0.384615385,0.223076923,4,5,27,0,0,0,3,3,2,0,8,Orthodox,167.64,177.8,145,33,29,1,1,-3,-6,4,-18,0,-3,-2,0,-7.62,4,0.108717948,-0.230769231,0.282051282,0,1
DaMarques Johnson,John Maguire,170,-185,170,54.05405405,4/14/2012,"Stockholm, Sweden", Sweden,Blue,FALSE,Welterweight,MALE,3,0,1,0,27,0.71,2,6,0.66,1,0,3,0,0,0,1,0,0,0,1,Southpaw,175.26,175.26,155,0,1,0,14.42857143,0.398571429,0.285714286,0.428571429,0.214285714,2,3,11,1,0,0,0,2,2,0,4,Orthodox,185.42,190.5,170,29,28,0,0,-1,-3,3,-8,-1,-2,-2,-10.16,-15.24,1,0.311428571,1.714285714,5.571428571,0,1
Brad Pickett,Damacio Page,-280,255,35.71428571,255,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Bantamweight,MALE,3,1,0,0,17,0.34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,1,0,0,10,0.17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,33,29,0,0,0,0,0,0,0,0,0,0,-5.08,4,0.17,0,0,0,1
Papy Abedi,James Head,-185,170,54.05405405,170,4/14/2012,"Stockholm, Sweden", Sweden,Blue,FALSE,Welterweight,MALE,3,1,0,0,30,0.53,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,1,0,0,14,0.36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,187.96,185,33,28,0,0,0,0,0,2,0,0,0,5.08,-2.54,5,0.17,0,0,0,1
Cyrille Diabate,Tom DeBlass,177,-192,177,52.08333333,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,1,0,0,47.75,0.62,0,0.25,0.25,1,2,8,0,0,0,1,1,0,0,2,Southpaw,198.12,205.74,205,38,29,1,0,-1,-2,2,-8,0,-1,0,-15.24,-15.24,9,-0.62,0,-0.25,0,1
Francis Carmont,Magnus Cedenblad,-290,260,34.48275862,260,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,200.66,185,0,1,0,51,0.68,0,3,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,205,30,30,0,-1,-1,-1,0,-3,0,0,0,5.08,2.54,0,-0.68,0,-3,0,1
Reza Madadi,Yoislandy Izquierdo,-250,230,40,230,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,184,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,33,28,0,0,0,0,0,0,0,0,0,0,1.12,5,0,0,0,0,1
Simeon Thoresen,Besam Yousef,-325,295,30.76923077,295,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,200.66,170,28,27,0,0,0,0,0,0,0,0,0,-5.08,-20.32,1,0,0,0,0,1
Jason Young,Eric Wisely,-170,160,58.82352941,160,4/14/2012,"Stockholm, Sweden", Sweden,Red,FALSE,Featherweight,MALE,3,1,0,0,2,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,172.72,178,145,2,0,0,44.5,0.31,0,1,0.33,0,2,6,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,145,25,27,1,0,0,0,1,-5,0,0,0,-2.54,-7.42,-2,0.19,0,-1,0,1
Thiago Alves,Martin Kampmann,-145,135,68.96551724,135,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Welterweight,MALE,3,0,1,0,30.69230769,0.441538462,1.538461538,0.923076923,0.358461538,4,4,26,0,0,2,2,1,4,0,9,Orthodox,182.88,182.88,170,0,1,0,32.0625,0.47,0.3125,0.5625,0.333125,7,5,37,1,0,0,3,6,1,1,11,Orthodox,175.26,177.8,170,28,29,0,0,-3,-2,1,-11,-1,-6,3,7.62,5.08,-1,-0.028461538,1.225961538,0.360576923,0,1
Joseph Benavidez,Yasuhiro Urushitani,-870,680,11.49425287,680,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Flyweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,170,125,0,2,0,57,0.425,0,2.5,0.145,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,165.1,125,27,35,0,-2,-2,-2,0,-6,0,0,0,2.54,4.9,-8,-0.425,0,-2.5,0,1
Demetrious Johnson,Ian McCall,-325,295,30.76923077,295,3/2/2012,"Sydney, New South Wales, Australia", Australia,Draw,FALSE,Flyweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,1,0,0,38,0.426666667,0,5.333333333,0.606666667,2,1,11,1,0,0,2,0,0,0,2,Orthodox,160.02,167.64,125,25,27,1,0,-2,-2,1,-11,-1,0,0,5.08,-5.08,-2,-0.426666667,0,-5.333333333,0,1
Court McGee,Costas Philippou,-125,115,80,115,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Middleweight,MALE,3,0,2,0,26.33333333,0.5,0.666666667,1,0.553333333,2,1,7,0,0,1,0,1,0,0,2,Orthodox,180.34,185.42,185,0,3,0,48,0.343333333,1,3,0.496666667,3,0,8,1,0,0,1,0,2,0,3,Orthodox,180.34,190.5,170,27,32,0,-1,-1,-1,-1,-1,-1,1,-2,0,-5.08,-5,0.156666667,-0.333333333,-2,0,1
James Te Huna,Aaron Rosa,-345,315,28.98550725,315,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,66,0.495,0,0,0,1,1,6,0,1,0,0,0,0,0,1,Orthodox,193.04,198.12,205,0,1,0,11,0.71,0.333333333,2,0.25,1,1,5,0,0,0,0,2,0,0,2,Orthodox,187.96,190.5,185,30,28,0,0,0,-1,0,1,0,-2,0,5.08,7.62,2,-0.215,-0.333333333,-2,0,1
Anthony Perosh,Nick Penner,135,-145,135,68.96551724,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,195.58,205,0,2,0,17.8,0.448,0.8,1.2,0.17,2,3,9,0,0,0,0,0,2,0,2,Orthodox,190.5,190.5,205,39,31,0,-2,-2,-2,3,-9,0,0,-2,2.54,5.08,8,-0.448,-0.8,-1.2,0,1
Cole Miller,Steven Siler,-460,410,21.73913043,410,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Featherweight,MALE,3,0,1,0,72,0.54,2,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,177.8,145,0,1,0,18.1,0.312,2,0.3,0.125,2,3,19,0,0,0,1,1,5,0,7,Orthodox,185.42,187.96,145,27,25,0,0,-1,-6,3,-16,0,-1,-5,-5.08,-10.16,2,0.228,0,-0.3,0,1
Kyle Noke,Andrew Craig,-255,235,39.21568627,235,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,1,0,0,22.75,0.6325,0.75,1.25,0.52,3,1,6,0,0,0,0,1,2,0,3,Southpaw,185.42,193.04,170,31,26,1,0,-3,-3,1,-6,0,-1,-2,0,0,5,-0.6325,-0.75,-1.25,0,1
TJ Waldburger,Jake Hecht,-140,120,71.42857143,120,3/2/2012,"Sydney, New South Wales, Australia", Australia,Red,FALSE,Welterweight,MALE,3,0,1,0,33,0.7,0,0,0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,170,0,1,0,14.66666667,0.51,3,3,0.533333333,1,1,5,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,170,23,28,0,0,0,-1,1,-3,0,1,-1,2.54,2.54,-5,0.19,-3,-3,0,1
Mackens Semerzier,Daniel Pineda,-145,135,68.96551724,135,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Featherweight,MALE,3,0,1,0,19,0.79,1,1,1,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,175.26,145,1,0,0,29.5,0.72,0.5,2,0.4,1,1,4,0,0,0,0,0,1,0,1,Orthodox,175.26,182.88,145,31,26,1,1,0,0,1,-3,0,0,0,-5.08,-7.62,5,0.07,0.5,-1,0,1
Oli Thompson,Shawn Jordan,200,-220,200,45.45454545,3/2/2012,"Sydney, New South Wales, Australia", Australia,Blue,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,260,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,242,32,27,0,0,0,0,0,0,0,0,0,-2.54,0,5,0,0,0,0,1
Frankie Edgar,Benson Henderson,-130,120,76.92307692,120,2/25/2012,"Saitama, Japan", Japan,Blue,TRUE,Lightweight,MALE,5,0,3,0,53.66666667,0.456666667,0.666666667,4,0.676666667,3,0,9,0,0,0,3,0,0,0,3,Southpaw,175.26,177.8,170,0,1,0,57.54545455,0.436363636,0.363636364,3.181818182,0.281818182,5,2,37,4,0,0,6,2,1,0,9,Orthodox,167.64,172.72,145,30,28,0,2,-2,-6,2,-28,-4,-2,-1,7.62,5.08,2,0.020303031,0.303030303,0.818181818,0,1
Rampage Jackson,Ryan Bader,-145,135,68.96551724,135,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,22.125,0.35375,0.25,2,0.2625,5,2,17,1,0,0,3,3,0,0,6,Orthodox,187.96,187.96,205,1,0,0,34.6,0.477,0,0.5,0.232,3,3,30,4,0,1,3,3,0,0,7,Orthodox,185.42,185.42,205,33,28,1,1,2,-1,1,-13,-3,0,0,2.54,2.54,5,-0.12325,0.25,1.5,0,1
Mark Hunt,Cheick Kongo,255,-280,255,35.71428571,2/25/2012,"Saitama, Japan", Japan,Red,FALSE,Heavyweight,MALE,3,0,2,0,35.13333333,0.579333333,0.2,1.6,0.482666667,3,5,32,0,1,0,2,6,0,1,10,Orthodox,193.04,208.28,240,0,2,0,21,0.353333333,0.333333333,1,0.5,2,1,6,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,265,37,36,0,0,1,8,-4,26,0,6,0,15.24,25.4,1,0.226,-0.133333333,0.6,0,1
Yoshihiro Akiyama,Jake Shields,315,-345,315,28.98550725,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Welterweight,MALE,3,2,0,0,34.66666667,0.266666667,0,1.333333333,0.086666667,1,2,9,1,0,1,0,0,0,0,1,Orthodox,182.88,182.88,170,3,0,0,33.25,0.2825,0.25,2,0.4375,1,3,10,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,36,33,1,0,0,0,1,-1,1,0,0,5.08,-2.54,3,-0.015833333,-0.25,-0.666666667,0,1
Yushin Okami,Tim Boetsch,-410,365,24.3902439,365,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Middleweight,MALE,3,0,2,0,29,0.5125,0.5,1.875,0.27,2,3,18,0,0,0,3,2,0,0,5,Orthodox,182.88,187.96,185,1,0,0,28.84615385,0.398461538,0.615384615,1.461538462,0.392307692,4,3,36,1,0,1,5,3,0,1,10,Southpaw,187.96,190.5,170,30,31,1,2,-2,-5,0,-18,-1,-2,0,-5.08,-2.54,-1,0.114038462,-0.115384615,0.413461538,0,1
Hatsu Hioki,Bart Palaszewski,-185,170,54.05405405,170,2/25/2012,"Saitama, Japan", Japan,Red,FALSE,Featherweight,MALE,3,0,1,0,17,0.25,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,145,0,1,0,24,0.48,0,2,0.28,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,177.8,145,28,28,0,0,0,0,0,-2,0,1,0,-5.08,0,0,-0.23,0,-2,0,1
Anthony Pettis,Joe Lauzon,-285,258,35.0877193,258,2/25/2012,"Saitama, Japan", Japan,Red,FALSE,Lightweight,MALE,3,0,2,0,12,0.475454545,1.818181818,1.454545455,0.483636364,3,3,18,0,0,0,0,2,6,0,8,Orthodox,177.8,180.34,155,0,1,0,17.5,0.355,0.5,3,0.33,1,1,6,0,0,1,0,0,0,0,1,Orthodox,177.8,182.88,170,25,27,0,1,2,7,-2,12,0,2,6,0,-2.54,-2,0.120454545,1.318181818,-1.545454545,0,1
Takanori Gomi,Eiji Mitsuoka,-250,230,40,230,2/25/2012,"Saitama, Japan", Japan,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,173,145,2,0,0,10.75,0.21,0,0,0,1,3,7,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,155,33,36,2,0,-1,-1,3,-7,0,-1,0,0,-4.8,-3,-0.21,0,0,0,1
Norifumi Yamamoto,Vaughan Lee,-290,260,34.48275862,260,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Bantamweight,MALE,3,1,0,0,29,0.51,2,4,0.44,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,2,0,0,15.5,0.385,0,0.5,0.125,0,2,6,0,0,0,0,0,0,0,0,Southpaw,162.56,167.64,135,34,29,1,0,0,0,1,-3,0,0,0,5.08,0,5,0.125,2,3.5,0,1
Riki Fukuda,Steve Cantwell,-310,280,32.25806452,280,2/25/2012,"Saitama, Japan", Japan,Red,FALSE,Middleweight,MALE,3,4,0,0,40.6,0.338,0.4,0.4,0.228,1,4,13,0,0,0,0,0,1,0,1,Orthodox,187.96,190.5,185,1,0,0,28,0.34,0,6,0.66,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,31,25,-3,0,1,1,-3,10,0,0,1,5.08,5.08,6,-0.002,0.4,-5.6,0,1
Takeya Mizugaki,Chris Cariaso,-290,260,34.48275862,260,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Bantamweight,MALE,3,0,1,0,54.33333333,0.49,0.333333333,1,0.303333333,1,1,9,0,0,1,1,0,0,0,2,Southpaw,160.02,160.02,125,0,1,0,42.33333333,0.383333333,0,1.666666667,0.666666667,1,1,8,0,0,1,0,1,0,0,2,Orthodox,170.18,172.72,135,28,30,0,0,0,0,0,1,0,-1,0,-10.16,-12.7,-2,0.106666667,0.333333333,-0.666666667,0,1
Tiequan Zhang,Issei Tamura,-196,181,51.02040816,181,2/25/2012,"Saitama, Japan", Japan,Blue,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,1,0,0,3,0.235,2,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,172.72,177.8,155,33,27,1,0,-1,-1,1,-4,0,0,-1,-7.62,-17.78,6,-0.235,-2,0,0,1
Diego Sanchez,Jake Ellenberger,320,-355,320,28.16901408,2/15/2012,"Omaha, Nebraska, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,5,0,20.66666667,0.46,0.5,2.333333333,0.676666667,5,1,13,0,0,1,0,3,0,1,5,Orthodox,175.26,180.34,170,0,2,0,34.9375,0.408125,0.8125,1.375,0.306875,6,4,43,2,0,1,6,5,0,0,12,Southpaw,177.8,182.88,170,30,26,0,3,-1,-7,3,-30,-2,-1,0,-2.54,-2.54,4,0.051875,-0.3125,0.958333333,0,1
Stefan Struve,Dave Herman,101,-111,101,90.09009009,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,1,0,55,0.57,0,1,1,1,0,2,0,0,0,0,1,0,0,1,Orthodox,193.04,193.04,242,0,1,0,15,0.467777778,1.888888889,0.222222222,0.222222222,3,3,14,0,1,0,0,2,3,0,6,Orthodox,210.82,213.36,265,23,27,0,0,-2,-5,3,-12,0,-1,-3,-17.78,-20.32,-4,0.102222222,-1.888888889,0.777777778,0,1
Aaron Simpson,Ronny Markes,130,-140,130,71.42857143,2/15/2012,"Omaha, Nebraska, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,1,0,40,0.76,0,6,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,185,0,3,0,40.375,0.52125,0.375,3.125,0.43625,3,2,20,0,0,1,3,2,0,0,6,Orthodox,182.88,185.42,170,37,23,0,-2,-2,-5,2,-17,0,-2,0,2.54,5.08,14,0.23875,-0.375,2.875,0,1
Stipe Miocic,Philip De Fries,-515,410,19.41747573,410,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,1,0,14,0.6,0,3,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,208.28,250,0,1,0,68,0.47,0,4,0.57,1,0,3,0,0,0,1,0,0,0,1,Orthodox,193.04,203.2,240,29,25,0,0,0,0,0,0,0,0,0,2.54,5.08,4,0.13,0,-1,0,1
TJ Dillashaw,Walel Watson,-255,235,39.21568627,235,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Bantamweight,MALE,3,1,0,0,28,0.3,1,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,175.26,135,1,0,0,2,0.09,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,26,27,0,0,1,1,0,3,-1,1,0,12.7,5.08,-1,0.21,1,0,0,1
Ivan Menjivar,John Albert,-240,220,41.66666667,220,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,21,0.61,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,172.72,172.72,135,0,2,0,25.66666667,0.386666667,0.666666667,0,0,2,1,7,0,0,0,1,1,0,0,2,Orthodox,167.64,162.56,145,29,25,0,-1,-1,-1,1,-6,0,0,0,5.08,10.16,4,0.223333333,-0.666666667,0,0,1
Jonathan Brookins,Vagner Rocha,-165,155,60.60606061,155,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,32,0.4,2,1.5,0.57,1,1,5,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,1,0,0,27.5,0.425,0,2,0.14,1,1,6,1,0,0,1,0,0,0,1,Southpaw,182.88,185.42,145,26,29,1,1,0,0,0,-1,-1,0,1,-5.08,0,-3,-0.025,2,-0.5,0,1
Anton Kuivanen,Justin Salas,130,-140,130,71.42857143,2/15/2012,"Omaha, Nebraska, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,27,29,0,0,0,0,0,0,0,0,0,0,-5.08,-2,0,0,0,0,1
Tim Means,Bernardo Magalhaes,115,-125,115,80,2/15/2012,"Omaha, Nebraska, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,165.1,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,170,27,30,0,0,0,0,0,0,0,0,0,-12.7,-25.4,-3,0,0,0,0,1
Nick Diaz,Carlos Condit,-190,175,52.63157895,175,2/4/2012,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Welterweight,MALE,5,0,4,0,33.6,0.404,1.2,0.8,0.25,4,1,11,0,0,1,0,3,0,0,4,Orthodox,187.96,190.5,170,0,3,0,45.36363636,0.440909091,1.090909091,1.181818182,0.269090909,3,4,27,0,0,0,1,4,2,0,7,Southpaw,185.42,193.04,185,28,27,0,1,1,-3,3,-16,0,-1,-2,2.54,-2.54,1,-0.036909091,0.109090909,-0.381818182,0,1
Roy Nelson,Fabricio Werdum,140,-150,140,66.66666667,2/4/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE,3,1,0,0,22.5,0.5525,0,0.5,0.125,2,2,7,0,0,0,0,2,0,0,2,Orthodox,193.04,195.58,231,0,1,0,22,0.408,0,0.6,0.3,2,2,11,1,0,0,0,3,0,0,3,Orthodox,182.88,182.88,263,35,34,-1,-1,0,-1,0,-4,-1,-1,0,10.16,12.7,1,0.1445,0,-0.1,0,1
Josh Koscheck,Mike Pierce,-270,248,37.03703704,248,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,40.28571429,0.481428571,0.428571429,2.857142857,0.435714286,3,2,20,0,0,1,2,1,1,0,5,Orthodox,172.72,177.8,170,0,1,0,18.10526316,0.404736842,0.368421053,1.789473684,0.503157895,5,5,41,1,0,0,5,6,3,0,14,Orthodox,177.8,185.42,170,34,31,0,0,-2,-9,3,-21,-1,-5,-2,-5.08,-7.62,3,0.076691729,0.060150376,1.067669173,0,1
Renan Barao,Scott Jorgensen,-215,195,46.51162791,195,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,28.5,0.465,0,3,1,2,0,4,0,0,0,1,1,0,0,2,Orthodox,165.1,167.64,135,0,2,0,41.5,0.445,0.5,3,0.425,2,0,4,0,0,0,1,0,1,0,2,Orthodox,167.64,177.8,135,25,29,0,0,0,0,0,0,0,1,-1,-2.54,-10.16,-4,0.02,-0.5,0,0,1
Ed Herman,Clifford Starks,-220,200,45.45454545,200,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,26,0.31,0,3,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,195.58,185,0,2,0,23.27272727,0.544545455,0.909090909,2.181818182,0.52,3,5,22,1,0,0,1,2,3,0,6,Orthodox,185.42,195.58,205,31,30,0,-1,-2,-5,5,-19,-1,-2,-3,-2.54,0,1,-0.234545455,-0.909090909,0.818181818,0,1
Dustin Poirier,Max Holloway,-515,445,19.41747573,445,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,175.26,155,0,3,0,57,0.466666667,0.333333333,2,0.516666667,3,0,8,0,0,0,2,0,1,0,3,Southpaw,175.26,182.88,155,23,20,0,-3,-3,-3,0,-8,0,0,-1,5.08,-7.62,3,-0.466666667,-0.333333333,-2,0,1
Alex Caceres,Edwin Figueroa,115,-125,115,80,2/4/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,34,0.515,0.5,0,0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,170.18,175.26,135,0,1,0,39,0.46,0.333333333,0,0,1,2,6,0,0,0,1,0,0,0,1,Southpaw,177.8,185.42,145,23,27,0,0,0,0,1,-1,0,1,0,-7.62,-10.16,-4,0.055,0.166666667,0,0,1
Matt Brown,Chris Cope,-335,305,29.85074627,305,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,33.5,0.185,0,0,0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,170,1,0,0,26.5,0.591,1.4,0.8,0.475,3,5,22,0,0,0,1,3,1,0,5,Orthodox,182.88,190.5,170,31,28,0,0,-2,-4,4,-18,0,-3,-1,0,-7.62,3,-0.406,-1.4,-0.8,0,1
Matthew Riddle,Henry Martinez,-365,328,27.39726027,328,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,155,2,0,0,41.625,0.52625,0.625,3.25,0.5525,3,3,23,0,0,0,3,1,0,0,5,Southpaw,185.42,187.96,170,26,28,2,0,-3,-5,3,-23,0,-1,0,-15.24,-15.24,-2,-0.52625,-0.625,-3.25,0,1
Rafael Natal,Michael Kuiper,-152,142,65.78947368,142,2/4/2012,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,185,0,1,0,28,0.39,0,2.333333333,0.28,1,2,9,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,185,29,22,0,-1,-1,-1,2,-9,0,0,0,0,-7.62,7,-0.39,0,-2.333333333,0,1
Dan Stittgen,Stephen Thompson,290,-320,290,31.25,2/4/2012,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180,170,31,28,0,0,0,0,0,0,0,0,0,-2.54,10.5,3,0,0,0,0,1
Rashad Evans,Phil Davis,-191,176,52.35602094,176,1/28/2012,"Chicago, Illinois, USA", USA,Red,FALSE,Light Heavyweight,MALE,5,0,5,0,39.2,0.544,0.8,2.6,0.612,5,0,12,0,0,0,3,0,2,0,5,Orthodox,187.96,200.66,205,0,3,0,24.84615385,0.381538462,0,3.461538462,0.440769231,5,2,34,3,1,3,2,5,0,0,11,Orthodox,182.88,190.5,205,32,27,0,2,0,-6,2,-22,-3,-5,2,5.08,10.16,5,0.162461538,0.8,-0.861538462,0,1
