,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,constant_1,label
3605,Kyle Kingsbury,Glover Teixeira,215.0,-235.0,215.0,42.55319149,2012-05-26,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,187.96,193.04,205.0,1.0,0.0,0.0,41.5,0.47,0.0,2.666666667,0.228333333,4.0,2.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,Orthodox,193.04,193.04,205.0,30.0,32.0,1.0,0.0,-4.0,-4.0,2.0,-16.0,0.0,-1.0,0.0,-5.08,0.0,-2.0,-0.47,0.0,-2.666666667,1.0,0
3606,Mike Brown,Daniel Pineda,-118.0,108.0,84.74576271,108.0,2012-05-26,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3.0,0.0,2.0,0.0,16.5,0.725,1.5,0.5,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Orthodox,170.18,175.26,145.0,0.0,1.0,0.0,39.0,0.6,0.0,2.75,0.505,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,167.64,177.8,145.0,36.0,26.0,0.0,1.0,1.0,1.0,3.0,-8.0,0.0,0.0,2.0,2.54,-2.54,10.0,0.125,1.5,-2.25,1.0,1
3607,Chan Sung Jung,Dustin Poirier,290.0,-350.0,290.0,28.57142857,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Featherweight,MALE,5.0,0.0,4.0,0.0,45.5,0.46,1.0,1.75,0.47,4.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,Southpaw,175.26,182.88,155.0,0.0,2.0,0.0,18.0,0.45,0.5,0.5,0.25,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,170.18,182.88,145.0,25.0,23.0,0.0,2.0,2.0,2.0,0.0,6.0,0.0,-1.0,1.0,5.08,0.0,2.0,0.01,0.5,1.25,1.0,1
3608,Amir Sadollah,Jorge Lopez,-105.0,-105.0,95.23809524,95.23809524,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Welterweight,MALE,3.0,1.0,0.0,0.0,42.0,0.66,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,183.0,170.0,1.0,0.0,0.0,60.25,0.41625,0.25,0.5,0.25,2.0,3.0,19.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,Orthodox,177.8,187.96,170.0,31.0,23.0,0.0,0.0,-2.0,-5.0,2.0,-16.0,-1.0,-1.0,-1.0,0.0,-4.96,8.0,0.24375,-0.25,2.5,1.0,1
3609,Donald Cerrone,Jeremy Stephens,-220.0,200.0,45.45454545,200.0,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Lightweight,MALE,3.0,1.0,0.0,0.0,31.69230769,0.454615385,0.615384615,1.384615385,0.40153846200000004,2.0,6.0,34.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,7.0,Orthodox,172.72,180.34,145.0,1.0,0.0,0.0,51.6,0.5,0.4,0.6,0.15,4.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Orthodox,185.42,185.42,155.0,29.0,25.0,0.0,0.0,-2.0,3.0,-5.0,24.0,0.0,3.0,-2.0,-12.7,-5.08,4.0,-0.045384615,0.215384615,0.784615385,1.0,1
3610,Yves Jabouin,Jeff Hougland,-305.0,275.0,32.78688525,275.0,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Bantamweight,MALE,3.0,0.0,1.0,0.0,61.0,0.52,4.0,1.0,0.2,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,170.18,172.72,135.0,0.0,2.0,0.0,28.66666667,0.376666667,0.0,1.333333333,0.22,2.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Orthodox,170.18,172.72,135.0,32.0,33.0,0.0,-1.0,-1.0,-1.0,1.0,-4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.143333333,4.0,-0.333333333,1.0,1
3611,Igor Pokrajac,Fabio Maldonado,130.0,-140.0,130.0,71.42857143,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Light Heavyweight,MALE,3.0,1.0,0.0,0.0,83.5,0.63,2.0,1.0,0.5,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,185.42,190.5,205.0,0.0,2.0,0.0,20.16666667,0.483333333,0.166666667,0.833333333,0.276666667,2.0,3.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Orthodox,182.88,193.04,205.0,33.0,32.0,-1.0,-2.0,-1.0,-2.0,2.0,-6.0,0.0,-1.0,-1.0,2.54,-2.54,1.0,0.146666667,1.8333333330000001,0.166666667,1.0,1
3612,Jason MacDonald,Tom Lawlor,200.0,-220.0,200.0,45.45454545,2012-05-15,"Fairfax, Virginia, USA", USA,Blue,False,Middleweight,MALE,3.0,1.0,0.0,0.0,26.5,0.40166666700000003,1.0,2.166666667,0.225,2.0,3.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,Southpaw,182.88,187.96,205.0,1.0,0.0,0.0,9.923076923,0.536153846,0.846153846,0.615384615,0.178461538,2.0,7.0,22.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,Orthodox,190.5,203.2,185.0,36.0,29.0,0.0,0.0,0.0,-3.0,4.0,-9.0,0.0,-2.0,-3.0,-7.62,-15.24,7.0,-0.134487179,0.153846154,1.551282052,1.0,0
3613,Brad Tavares,Dongi Yang,-160.0,150.0,62.5,150.0,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Middleweight,MALE,3.0,1.0,0.0,0.0,52.66666667,0.563333333,0.666666667,1.6666666669999999,0.7,1.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Southpaw,177.8,180.34,185.0,1.0,0.0,0.0,17.66666667,0.536666667,0.0,1.333333333,0.25,2.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,185.42,187.96,185.0,24.0,27.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-7.62,-7.62,-3.0,0.026666666000000002,0.666666667,0.333333334,1.0,1
3614,Cody McKenzie,Marcus LeVesseur,170.0,-185.0,170.0,54.05405405,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,175.26,177.8,155.0,2.0,0.0,0.0,10.33333333,0.18666666699999998,1.0,1.0,0.40666666700000004,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Switch,182.88,182.88,155.0,24.0,29.0,2.0,0.0,-1.0,-1.0,2.0,-5.0,0.0,0.0,-1.0,-7.62,-5.08,-5.0,-0.18666666699999998,-1.0,-1.0,1.0,1
3615,TJ Grant,Carlo Prater,-430.0,380.0,23.25581395,380.0,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Switch,180.34,182.88,155.0,0.0,1.0,0.0,28.28571429,0.492857143,0.571428571,1.571428571,0.42,1.0,3.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Orthodox,177.8,182.88,155.0,28.0,30.0,0.0,0.0,0.0,-3.0,3.0,-18.0,0.0,-1.0,-1.0,2.54,0.0,-2.0,-0.492857143,-0.571428571,-1.571428571,1.0,1
3616,Rafael Dos Anjos,Kamal Shalorus,-365.0,328.0,27.39726027,328.0,2012-05-15,"Fairfax, Virginia, USA", USA,Red,False,Lightweight,MALE,3.0,2.0,0.0,0.0,19.5,0.245,0.0,0.5,0.165,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,172.72,155.0,1.0,0.0,0.0,24.75,0.33,1.0,1.75,0.29375,3.0,4.0,21.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Southpaw,172.72,177.8,170.0,27.0,39.0,-1.0,0.0,-3.0,-4.0,2.0,-15.0,0.0,-1.0,-1.0,0.0,-5.08,-12.0,-0.085,-1.0,-1.25,1.0,1
3617,Jeff Curran,Johnny Eduardo,110.0,-120.0,110.0,83.33333333,2012-05-15,"Fairfax, Virginia, USA", USA,Blue,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,28.0,0.32,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,180.34,135.0,2.0,0.0,0.0,25.0,0.46,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,175.26,135.0,34.0,33.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,2.54,5.08,1.0,-0.14,0.0,0.0,1.0,0
3618,Alex Soto,Francisco Rivera,215.0,-235.0,215.0,42.55319149,2012-05-15,"Fairfax, Virginia, USA", USA,Blue,False,Bantamweight,MALE,3.0,1.0,0.0,0.0,22.0,0.57,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,172.72,172.72,135.0,1.0,0.0,0.0,6.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,172.72,180.34,135.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-7.62,-2.0,-0.18,3.0,0.0,1.0,0
3619,Nate Diaz,Jim Miller,150.0,-160.0,150.0,62.5,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Lightweight,MALE,5.0,0.0,1.0,0.0,24.0,0.3275,2.25,1.5833333330000001,0.430833333,7.0,2.0,29.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,10.0,Southpaw,172.72,180.34,155.0,0.0,2.0,0.0,44.73333333,0.432666667,1.2,0.933333333,0.365333333,5.0,5.0,34.0,1.0,0.0,1.0,1.0,1.0,7.0,0.0,10.0,Southpaw,182.88,193.04,170.0,27.0,28.0,0.0,-1.0,2.0,0.0,3.0,-5.0,-1.0,1.0,-3.0,-10.16,-12.7,-1.0,-0.10516666699999999,1.05,0.65,1.0,1
3620,Josh Koscheck,Johny Hendricks,123.0,-133.0,123.0,75.18796992,2012-05-05,"East Rutherford, New Jersey, USA", USA,Blue,False,Welterweight,MALE,3.0,0.0,3.0,0.0,28.0,0.635,0.625,2.75,0.265,4.0,1.0,17.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,7.0,Southpaw,175.26,175.26,185.0,0.0,2.0,0.0,18.85,0.4015,0.35,1.8,0.511,5.0,5.0,44.0,1.0,0.0,1.0,5.0,6.0,3.0,0.0,15.0,Orthodox,177.8,185.42,170.0,34.0,28.0,0.0,1.0,-1.0,-8.0,4.0,-27.0,-1.0,-2.0,-3.0,-2.54,-10.16,6.0,0.2335,0.275,0.95,1.0,0
3621,Rousimar Palhares,Alan Belcher,-210.0,190.0,47.61904762,190.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3.0,0.0,3.0,0.0,26.41666667,0.41666666700000005,0.41666666700000005,0.333333333,0.22,3.0,4.0,24.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,8.0,Orthodox,187.96,185.42,185.0,0.0,3.0,0.0,13.88888889,0.363333333,1.4444444440000002,1.4444444440000002,0.368888889,3.0,2.0,17.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,7.0,Orthodox,172.72,180.34,170.0,32.0,28.0,0.0,0.0,0.0,1.0,-2.0,7.0,0.0,4.0,-2.0,15.24,5.08,4.0,0.053333334,-1.027777777,-1.111111111,1.0,0
3622,Pat Barry,Lavar Johnson,-150.0,140.0,66.66666667,140.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Blue,False,Heavyweight,MALE,3.0,0.0,1.0,0.0,65.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,193.04,208.28,240.0,0.0,1.0,0.0,19.875,0.5175,0.0,0.0,0.0,1.0,4.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Orthodox,180.34,187.96,235.0,32.0,34.0,0.0,0.0,0.0,-3.0,4.0,-13.0,0.0,-2.0,0.0,12.7,20.32,-2.0,0.1825,0.0,0.0,1.0,0
3623,Tony Ferguson,Michael Johnson,-315.0,285.0,31.74603175,285.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Blue,False,Lightweight,MALE,3.0,0.0,1.0,0.0,32.25,0.4025,0.0,0.5,0.5,1.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Southpaw,177.8,185.42,145.0,0.0,3.0,0.0,37.66666667,0.39333333299999995,0.333333333,1.0,0.553333333,3.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,Orthodox,180.34,193.04,155.0,28.0,25.0,0.0,-2.0,-2.0,-1.0,-2.0,3.0,0.0,-1.0,0.0,-2.54,-7.62,3.0,0.009166667,-0.333333333,-0.5,1.0,0
3624,John Dodson,Tim Elliott,-510.0,440.0,19.60784314,440.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Flyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,170.18,167.64,135.0,0.0,1.0,0.0,7.0,0.29,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,160.02,167.64,135.0,27.0,25.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,10.16,0.0,2.0,-0.29,0.0,0.0,1.0,1
3625,John Hathaway,Pascal Krauss,-185.0,170.0,54.05405405,170.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,50.0,0.51,2.0,3.0,0.75,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,185.42,182.88,170.0,0.0,1.0,0.0,45.66666667,0.42666666700000005,1.166666667,2.833333333,0.40666666700000004,4.0,1.0,16.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,Orthodox,185.42,190.5,170.0,24.0,25.0,0.0,0.0,-3.0,-4.0,1.0,-13.0,0.0,-1.0,0.0,0.0,-7.62,-1.0,0.083333333,0.833333333,0.166666667,1.0,1
3626,Louis Gaudinot,John Lineker,245.0,-265.0,245.0,37.73584906,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Flyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,170.18,135.0,1.0,0.0,0.0,6.0,0.2,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,160.02,125.0,27.0,21.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,10.16,6.0,-0.2,0.0,0.0,1.0,1
3627,Danny Castillo,John Cholish,140.0,-150.0,140.0,66.66666667,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Lightweight,MALE,3.0,0.0,1.0,0.0,55.0,0.68,0.0,1.0,0.16,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,180.34,182.88,155.0,0.0,2.0,0.0,33.0,0.59,0.0,3.75,0.5075,2.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,175.26,180.34,155.0,32.0,28.0,0.0,-1.0,-1.0,-2.0,1.0,-8.0,0.0,0.0,0.0,5.08,2.54,4.0,0.09,0.0,-2.75,1.0,1
3628,Dennis Bermudez,Pablo Garza,-110.0,100.0,90.90909091,100.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Featherweight,MALE,3.0,1.0,0.0,0.0,14.33333333,0.456666667,0.666666667,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,185.42,185.42,145.0,1.0,0.0,0.0,25.0,0.32,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,167.64,155.0,25.0,28.0,0.0,0.0,2.0,2.0,0.0,3.0,-1.0,1.0,1.0,17.78,17.78,-3.0,0.136666667,0.666666667,-1.0,1.0,1
3629,Roland Delorme,Nick Denis,240.0,-280.0,240.0,35.71428571,2012-05-05,"East Rutherford, New Jersey, USA", USA,Red,False,Bantamweight,MALE,3.0,0.0,1.0,0.0,11.0,0.47,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,170.18,178.0,135.0,0.0,1.0,0.0,36.0,0.67,2.0,2.0,0.4,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,175.26,180.34,135.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,-1.0,-5.08,-2.34,0.0,-0.2,-2.0,-2.0,1.0,1
3630,Mike Massenzio,Karlos Vemola,-130.0,110.0,76.92307692,110.0,2012-05-05,"East Rutherford, New Jersey, USA", USA,Blue,False,Middleweight,MALE,3.0,1.0,0.0,0.0,14.0,0.376666667,0.666666667,0.666666667,0.333333333,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,190.5,185.0,1.0,0.0,0.0,17.16666667,0.308333333,0.833333333,1.5,0.291666667,1.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,187.96,185.42,185.0,29.0,26.0,0.0,0.0,0.0,-1.0,2.0,-5.0,0.0,1.0,-1.0,-5.08,5.08,3.0,0.06833333400000001,-0.166666666,-0.833333333,1.0,0
3631,Jon Jones,Rashad Evans,-510.0,440.0,19.60784314,440.0,2012-04-21,"Atlanta, Georgia, USA", USA,Red,True,Light Heavyweight,MALE,5.0,0.0,4.0,0.0,27.5,0.381428571,0.0,3.428571429,0.46285714299999997,5.0,2.0,39.0,3.0,1.0,3.0,3.0,5.0,0.0,0.0,12.0,Orthodox,182.88,190.5,205.0,0.0,6.0,0.0,36.2,0.5579999999999999,0.7,2.1,0.659,6.0,1.0,22.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,9.0,Orthodox,193.04,213.36,205.0,24.0,32.0,0.0,-2.0,-1.0,3.0,-1.0,17.0,0.0,2.0,-4.0,-10.16,-22.86,-8.0,-0.17657142899999997,-0.7,1.3285714290000001,1.0,1
3632,Rory MacDonald,Che Mills,-660.0,540.0,15.15151515,540.0,2012-04-21,"Atlanta, Georgia, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,11.0,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,185.42,193.04,170.0,0.0,2.0,0.0,25.75,0.4725,1.0,3.0,0.4325,2.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,182.88,193.04,170.0,22.0,29.0,0.0,-1.0,-1.0,-2.0,1.0,-7.0,0.0,0.0,-1.0,2.54,0.0,-7.0,0.2075,-1.0,-3.0,1.0,1
3633,Brendan Schaub,Ben Rothwell,-215.0,195.0,46.51162791,195.0,2012-04-21,"Atlanta, Georgia, USA", USA,Blue,False,Heavyweight,MALE,3.0,1.0,0.0,0.0,22.0,0.376666667,0.666666667,2.333333333,0.283333333,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,193.04,198.12,265.0,1.0,0.0,0.0,25.16666667,0.45833333299999995,0.0,0.666666667,0.083333333,4.0,2.0,10.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Orthodox,193.04,198.12,245.0,29.0,30.0,0.0,0.0,-3.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,0.0,0.0,-1.0,-0.081666666,0.666666667,1.666666666,1.0,0
3634,Miguel Torres,Michael McDonald,-105.0,-105.0,95.23809524,95.23809524,2012-04-21,"Atlanta, Georgia, USA", USA,Blue,False,Bantamweight,MALE,3.0,0.0,3.0,0.0,31.66666667,0.48,1.0,2.0,0.5,3.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Orthodox,175.26,177.8,135.0,0.0,1.0,0.0,49.0,0.47333333299999997,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,175.26,193.04,135.0,31.0,21.0,0.0,2.0,2.0,1.0,1.0,-2.0,0.0,1.0,0.0,0.0,-15.24,10.0,0.006666666999999999,0.0,2.0,1.0,0
3635,Mark Hominick,Eddie Yagin,-480.0,423.0,20.83333333,423.0,2012-04-21,"Atlanta, Georgia, USA", USA,Blue,False,Featherweight,MALE,3.0,1.0,0.0,0.0,10.0,0.38,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,175.0,145.0,2.0,0.0,0.0,29.0,0.318,0.2,0.2,0.1,3.0,2.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,Orthodox,172.72,172.72,145.0,29.0,33.0,1.0,0.0,-3.0,-3.0,1.0,-9.0,-1.0,-1.0,-1.0,-2.54,2.28,-4.0,0.062,1.8,-0.2,1.0,0
3636,Mark Bocek,John Alessio,-290.0,260.0,34.48275862,260.0,2012-04-21,"Atlanta, Georgia, USA", USA,Red,False,Lightweight,MALE,3.0,3.0,0.0,0.0,10.33333333,0.313333333,1.0,0.666666667,0.066666667,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,155.0,0.0,1.0,0.0,18.4,0.39,1.2,2.8,0.581,3.0,4.0,22.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,Orthodox,172.72,190.5,155.0,30.0,32.0,-3.0,-1.0,-3.0,-6.0,1.0,-14.0,1.0,0.0,-4.0,5.08,-7.62,-2.0,-0.07666666700000001,-0.2,-2.133333333,1.0,1
3637,Travis Browne,Chad Griggs,-300.0,270.0,33.33333333,270.0,2012-04-21,"Atlanta, Georgia, USA", USA,Red,False,Heavyweight,MALE,3.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,205.0,0.0,2.0,0.0,25.75,0.4175,0.25,1.5,0.665,2.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,198.12,200.66,255.0,29.0,33.0,0.0,-2.0,-2.0,-3.0,1.0,-8.0,0.0,-2.0,0.0,-12.7,-15.24,-4.0,-0.4175,-0.25,-1.5,1.0,1
3638,Matt Brown,Stephen Thompson,200.0,-220.0,200.0,45.45454545,2012-04-21,"Atlanta, Georgia, USA", USA,Red,False,Welterweight,MALE,3.0,0.0,1.0,0.0,22.0,0.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,190.5,170.0,0.0,1.0,0.0,28.45454545,0.5981818179999999,1.2727272729999999,0.818181818,0.461818182,3.0,5.0,24.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,Orthodox,182.88,190.5,170.0,31.0,29.0,0.0,0.0,-2.0,-5.0,5.0,-23.0,0.0,-3.0,-1.0,0.0,0.0,2.0,-0.028181817999999997,-1.2727272729999999,-0.818181818,1.0,1
3639,John Makdessi,Anthony Njokuani,200.0,-220.0,200.0,45.45454545,2012-04-21,"Atlanta, Georgia, USA", USA,Blue,False,Lightweight,MALE,3.0,1.0,0.0,0.0,77.33333333,0.45333333299999995,0.333333333,1.0,0.553333333,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,185.42,190.5,155.0,1.0,0.0,0.0,41.33333333,0.363333333,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,172.72,172.72,155.0,26.0,32.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,-1.0,0.0,12.7,17.78,-6.0,0.09,0.333333333,1.0,1.0,0
3640,Mac Danzig,Efrain Escudero,-135.0,125.0,74.07407407,125.0,2012-04-21,"Atlanta, Georgia, USA", USA,Red,False,Lightweight,MALE,3.0,2.0,0.0,0.0,24.5,0.358333333,1.0,1.333333333,0.311666667,2.0,3.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,175.26,177.8,155.0,1.0,0.0,0.0,31.77777778,0.488888889,0.5555555560000001,1.0,0.40666666700000004,2.0,5.0,20.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,Orthodox,172.72,177.8,155.0,32.0,26.0,-1.0,0.0,0.0,-1.0,2.0,-4.0,0.0,0.0,-2.0,2.54,0.0,6.0,-0.130555556,0.444444444,0.333333333,1.0,1
