R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender
Charles Oliveira,Eric Wisely,-560,475,1/28/2012,"Chicago, Illinois, USA", USA,Red,FALSE,Featherweight,MALE
Michael Johnson,Shane Roller,225,-245,1/28/2012,"Chicago, Illinois, USA", USA,Red,FALSE,Lightweight,MALE
Joey Beltran,Lavar Johnson,-170,160,1/28/2012,"Chicago, Illinois, USA", USA,Blue,FALSE,Heavyweight,MALE
Chris Camozzi,Dustin Jacoby,-145,135,1/28/2012,"Chicago, Illinois, USA", USA,Red,FALSE,Middleweight,MALE
Melvin Guillard,Jim Miller,140,-150,1/20/2012,"Nashville, Tennessee, USA", USA,Blue,FALSE,Lightweight,MALE
Duane Ludwig,Josh Neer,155,-165,1/20/2012,"Nashville, Tennessee, USA", USA,Blue,FALSE,Welterweight,MALE
Mike Easton,Jared Papazian,-430,380,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Bantamweight,MALE
Pat Barry,Christian Morecraft,-200,185,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Heavyweight,MALE
Jorge Rivera,Eric Schafer,135,-145,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Middleweight,MALE
Kamal Shalorus,Khabib Nurmagomedov,100,-110,1/20/2012,"Nashville, Tennessee, USA", USA,Blue,FALSE,Lightweight,MALE
Charlie Brenneman,Daniel Roberts,-360,325,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Welterweight,MALE
Fabricio Camoes,Tommy Hayden,-310,280,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Lightweight,MALE
Daniel Pineda,Pat Schilling,-140,130,1/20/2012,"Nashville, Tennessee, USA", USA,Red,FALSE,Featherweight,MALE
Joseph Sandoval,Nick Denis,250,-275,1/20/2012,"Nashville, Tennessee, USA", USA,Blue,FALSE,Bantamweight,MALE
Jose Aldo,Chad Mendes,-230,210,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,TRUE,Featherweight,MALE
Vitor Belfort,Anthony Johnson,-125,115,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Rousimar Palhares,Mike Massenzio,-500,435,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Erick Silva,Carlo Prater,-530,455,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Edson Barboza,Terry Etim,-305,275,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Thiago Tavares,Sam Stout,-125,115,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Lightweight,MALE
Gabriel Gonzaga,Ednaldo Oliveira,-140,130,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Heavyweight,MALE
Iuri Alcantara,Michihiro Omigawa,-192,177,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Featherweight,MALE
Ricardo Funch,Mike Pyle,455,-530,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Felipe Arantes,Antonio Carvalho,155,-165,1/14/2012,"Rio de Janeiro, Brazil", Brazil,Red,FALSE,Featherweight,MALE
Brock Lesnar,Alistair Overeem,130,-140,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE
Nate Diaz,Donald Cerrone,255,-280,12/30/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Jon Fitch,Johny Hendricks,-225,205,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Vladimir Matyushenko,Alexander Gustafsson,300,-330,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Nam Phan,Jimy Hettes,-165,155,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Ross Pearson,Junior Assuncao,-325,295,12/30/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Anthony Njokuani,Danny Castillo,170,-185,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Dong Hyun Kim,Sean Pierson,-345,315,12/30/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Jacob Volkmann,Efrain Escudero,-265,245,12/30/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Manvel Gamburyan,Diego Nunes,195,-215,12/30/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Jon Jones,Lyoto Machida,-475,420,12/10/2011,"Toronto, Ontario, Canada", Canada,Red,TRUE,Light Heavyweight,MALE
Frank Mir,Minotauro Nogueira,-210,190,12/10/2011,"Toronto, Ontario, Canada", Canada,Red,FALSE,Heavyweight,MALE
Tito Ortiz,Rogerio Nogueira,245,-265,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Light Heavyweight,MALE
Claude Patrick,Brian Ebersole,-110,100,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Welterweight,MALE
Mark Hominick,Chan Sung Jung,-560,475,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Featherweight,MALE
Krzysztof Soszynski,Igor Pokrajac,-255,235,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Light Heavyweight,MALE
Jared Hamman,Costas Philippou,-176,166,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Middleweight,MALE
John Makdessi,Dennis Hallman,-152,142,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Lightweight,MALE
Walel Watson,Yves Jabouin,145,-155,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Bantamweight,MALE
Mark Bocek,Nik Lentz,-142,132,12/10/2011,"Toronto, Ontario, Canada", Canada,Red,FALSE,Lightweight,MALE
Rich Attonito,Jake Hecht,-230,210,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Welterweight,MALE
Mitch Clarke,John Cholish,315,-345,12/10/2011,"Toronto, Ontario, Canada", Canada,Blue,FALSE,Lightweight,MALE
Michael Bisping,Jason Miller,-192,177,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Diego Brandao,Dennis Bermudez,-320,290,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,TRUE,Featherweight,MALE
TJ Dillashaw,John Dodson,-215,195,12/3/2011,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Bantamweight,MALE
Tony Ferguson,Yves Edwards,-350,318,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Louis Gaudinot,Johnny Bedford,205,-225,12/3/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Marcus Brimage,Stephen Bass,104,-114,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Dustin Pague,John Albert,-225,205,12/3/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Roland Delorme,Josh Ferguson,-105,-115,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Steven Siler,Josh Clopton,-160,150,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Bryan Caraway,Dustin Neace,-405,360,12/3/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Mauricio Rua,Dan Henderson,-153,143,11/19/2011,"San Jose, California, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Wanderlei Silva,Cung Le,180,-220,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Middleweight,MALE
Urijah Faber,Brian Bowles,-174,164,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Bantamweight,MALE
Rick Story,Martin Kampmann,-110,100,11/19/2011,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE
Stephan Bonnar,Kyle Kingsbury,138,-148,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Light Heavyweight,MALE
Ryan Bader,Jason Brilz,-385,345,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Light Heavyweight,MALE
Michael McDonald,Alex Soto,-410,365,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Bantamweight,MALE
Tom Lawlor,Chris Weidman,300,-330,11/19/2011,"San Jose, California, USA", USA,Blue,FALSE,Middleweight,MALE
Gleison Tibau,Rafael Dos Anjos,-155,145,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Lightweight,MALE
Miguel Torres,Nick Pace,-410,365,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Bantamweight,MALE
Matt Brown,Seth Baczynski,-135,125,11/19/2011,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE
Danny Castillo,Shamar Bailey,-375,335,11/19/2011,"San Jose, California, USA", USA,Red,FALSE,Lightweight,MALE
Cain Velasquez,Junior Dos Santos,-125,115,11/12/2011,"Anaheim, California, USA", USA,Blue,TRUE,Heavyweight,MALE
Clay Guida,Benson Henderson,245,-265,11/12/2011,"Anaheim, California, USA", USA,Blue,FALSE,Lightweight,MALE
Dustin Poirier,Pablo Garza,-225,205,11/12/2011,"Anaheim, California, USA", USA,Red,FALSE,Featherweight,MALE
Cub Swanson,Ricardo Lamas,165,-175,11/12/2011,"Anaheim, California, USA", USA,Blue,FALSE,Featherweight,MALE
DaMarques Johnson,Clay Harvison,-260,240,11/12/2011,"Anaheim, California, USA", USA,Red,FALSE,Welterweight,MALE
Norifumi Yamamoto,Darren Uyenoyama,-390,348,11/12/2011,"Anaheim, California, USA", USA,Blue,FALSE,Bantamweight,MALE
Mackens Semerzier,Robert Peralta,-105,-105,11/12/2011,"Anaheim, California, USA", USA,Draw,FALSE,Featherweight,MALE
Alex Caceres,Cole Escovedo,248,-270,11/12/2011,"Anaheim, California, USA", USA,Red,FALSE,Bantamweight,MALE
Mike Pierce,Paul Bradley,-300,270,11/12/2011,"Anaheim, California, USA", USA,Red,FALSE,Welterweight,MALE
Aaron Rosa,Matt Lucas,-120,110,11/12/2011,"Anaheim, California, USA", USA,Red,FALSE,Light Heavyweight,MALE
Chris Leben,Mark Munoz,205,-225,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Brad Pickett,Renan Barao,115,-125,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Blue,FALSE,Bantamweight,MALE
Thiago Alves,Papy Abedi,-335,305,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Cyrille Diabate,Anthony Perosh,-355,320,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Blue,FALSE,Light Heavyweight,MALE
Terry Etim,Edward Faaloloto,-660,540,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Red,FALSE,Lightweight,MALE
John Maguire,Justin Edwards,120,-130,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Rob Broughton,Philip De Fries,145,-155,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Blue,FALSE,Heavyweight,MALE
Michihiro Omigawa,Jason Young,-210,190,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Red,FALSE,Featherweight,MALE
Chris Cope,Che Mills,235,-255,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Blue,FALSE,Welterweight,MALE
Chris Cariaso,Vaughan Lee,-205,188,11/5/2011,"Birmingham, England, United Kingdom", United Kingdom,Red,FALSE,Bantamweight,MALE
BJ Penn,Nick Diaz,105,-115,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Cheick Kongo,Matt Mitrione,118,-128,10/29/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Mirko Cro Cop,Roy Nelson,190,-210,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE
Scott Jorgensen,Jeff Curran,-410,365,10/29/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Hatsu Hioki,George Roop,-315,285,10/29/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Dennis Siver,Donald Cerrone,215,-235,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Tyson Griffin,Bart Palaszewski,-295,265,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Brandon Vera,Eliot Marshall,-380,340,10/29/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Ramsey Nijem,Danny Downes,-195,180,10/29/2011,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Chris Camozzi,Francis Carmont,-115,105,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE
Dustin Jacoby,Clifford Starks,-120,110,10/29/2011,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE
Frankie Edgar,Gray Maynard,-125,115,10/8/2011,"Houston, Texas, USA", USA,Red,TRUE,Lightweight,MALE
Jose Aldo,Kenny Florian,-355,320,10/8/2011,"Houston, Texas, USA", USA,Red,TRUE,Featherweight,MALE
Chael Sonnen,Brian Stann,-260,240,10/8/2011,"Houston, Texas, USA", USA,Red,FALSE,Middleweight,MALE
Leonard Garcia,Nam Phan,215,-235,10/8/2011,"Houston, Texas, USA", USA,Blue,FALSE,Featherweight,MALE
