R_fighter,B_fighter,round,time,date
Jeff Joslin,Josh Koscheck,3,5:00,12/13/2006
Drew Fickett,Karo Parisyan,3,5:00,12/13/2006
Shonie Carter,Marcus Davis,3,5:00,12/13/2006
Victor Valimaki,David Heath,3,5:00,12/13/2006
Jorge Santiago,Alan Belcher,3,2:45,12/13/2006
Dave Menne,Luigi Fioravanti,1,4:44,12/13/2006
Keita Nakamura,Brock Larson,3,5:00,12/13/2006
Steve Byrnes,Logan Clark,3,5:00,12/13/2006
Liz Carmouche,Valentina Shevchenko,5,5:00,8/10/2019
Mike Perry,Vicente Luque,3,5:00,8/10/2019
Humberto Bandenay,Eduardo Garagorri,3,5:00,8/10/2019
Ilir Latifi,Volkan Oezdemir,2,4:31,8/10/2019
Oskar Piechota,Rodolfo Vieira,2,4:26,8/10/2019
Bobby Moffett,Enrique Barzola,3,5:00,8/10/2019
Aleksei Kunchenko,Gilbert Burns,3,5:00,8/10/2019
Raphael Pessoa,Ciryl Gane,1,4:12,8/10/2019
Tecia Torres,Marina Rodriguez,3,5:00,8/10/2019
Raulian Paiva,Rogerio Bontorin,1,2:56,8/10/2019
Geraldo de Freitas,Chris Gutierrez,3,5:00,8/10/2019
Kazula Vargas,Alex Da Silva,3,5:00,8/10/2019
Polyana Viana,Veronica Macedo,1,1:09,8/10/2019
Jake Shields,Jake Ellenberger,1,0:53,9/17/2011
Dongi Yang,Court McGee,3,5:00,9/17/2011
Jonathan Brookins,Erik Koch,3,5:00,9/17/2011
Jason MacDonald,Alan Belcher,1,3:48,9/17/2011
Cody McKenzie,Vagner Rocha,2,3:49,9/17/2011
Shamar Bailey,Evan Dunham,3,5:00,9/17/2011
Matthew Riddle,Lance Benoist,3,5:00,9/17/2011
Donny Walker,Ken Stone,1,2:40,9/17/2011
Clay Harvison,Seth Baczynski,2,1:12,9/17/2011
Mike Stumpf,TJ Waldburger,1,3:52,9/17/2011
Mike Lullo,Robert Peralta,3,5:00,9/17/2011
Jorge Lopez,Justin Edwards,3,5:00,9/17/2011
Mauricio Rua,Dan Henderson,3,1:31,3/23/2014
Cezar Ferreira,CB Dollaway,1,0:39,3/23/2014
Norman Parke,Leonardo Santos,3,5:00,3/23/2014
Gian Villante,Fabio Maldonado,3,5:00,3/23/2014
Mairbek Taisumov,Michel Prazeres,3,5:00,3/23/2014
Steven Siler,Rony Jason,1,1:17,3/23/2014
Ronny Markes,Thiago Santos,1,0:53,3/23/2014
Scott Jorgensen,Jussier Formiga,1,3:07,3/23/2014
Thiago Perpetuo,Kenny Robertson,1,1:45,3/23/2014
Francimar Barroso,Hans Stringer,3,5:00,3/23/2014
Noad Lahat,Godofredo Pepey,1,2:39,3/23/2014
Mauricio Rua,Anthony Smith,1,1:29,7/22/2018
Glover Teixeira,Corey Anderson,3,5:00,7/22/2018
Vitor Miranda,Abu Azaitar,3,5:00,7/22/2018
Stefan Struve,Marcin Tybura,3,5:00,7/22/2018
David Zawada,Danny Roberts,3,5:00,7/22/2018
Marc Diakiese,Nasrat Haqparast,3,5:00,7/22/2018
Nick Hein,Damir Hadzovic,3,5:00,7/22/2018
Emil Meek,Bartosz Fabinski,3,5:00,7/22/2018
Khalid Taha,Nad Narimani,3,5:00,7/22/2018
Justin Ledet,Aleksandar Rakic,3,5:00,7/22/2018
Davey Grant,Manny Bermudez,1,0:59,7/22/2018
Jeremy Kimball,Darko Stosic,1,3:13,7/22/2018
Damian Stasiak,Liu Pingyuan,3,5:00,7/22/2018
Mauricio Rua,Chael Sonnen,1,4:47,8/17/2013
Alistair Overeem,Travis Browne,1,4:08,8/17/2013
Iuri Alcantara,Urijah Faber,3,5:00,8/17/2013
Mike Pyle,Matt Brown,1,0:29,8/17/2013
Uriah Hall,John Howard,3,5:00,8/17/2013
Joe Lauzon,Michael Johnson,3,5:00,8/17/2013
Brad Pickett,Michael McDonald,2,3:43,8/17/2013
Max Holloway,Conor McGregor,3,5:00,8/17/2013
Mike Brown,Steven Siler,1,0:50,8/17/2013
Daniel Pineda,Diego Brandao,3,5:00,8/17/2013
Cole Miller,Manvel Gamburyan,3,5:00,8/17/2013
Cody Donovan,Ovince Saint Preux,1,2:07,8/17/2013
Ramsey Nijem,James Vick,1,0:58,8/17/2013
Anderson Silva,Michael Bisping,5,5:00,2/27/2016
Thales Leites,Gegard Mousasi,3,5:00,2/27/2016
Keita Nakamura,Tom Breese,3,5:00,2/27/2016
Francisco Rivera,Brad Pickett,3,5:00,2/27/2016
Mike Wilkinson,Makwan Amirkhani,3,5:00,2/27/2016
Marlon Vera,Davey Grant,3,5:00,2/27/2016
Chris Dempsey,Scott Askham,1,4:45,2/27/2016
Yaotzin Meza,Arnold Allen,3,5:00,2/27/2016
Brad Scott,Krzysztof Jotko,3,5:00,2/27/2016
Norman Parke,Rustam Khabilov,3,5:00,2/27/2016
Jarjis Danho,Daniel Omielanczuk,3,1:31,2/27/2016
Thibault Gouti,Teemu Packalen,1,0:24,2/27/2016
Martin Svensson,David Teymur,2,1:26,2/27/2016
Anthony Smith,Glover Teixeira,5,1:04,5/13/2020
Ovince Saint Preux,Ben Rothwell,3,5:00,5/13/2020
Alexander Hernandez,Drew Dober,2,4:25,5/13/2020
Ray Borg,Ricky Simon,3,5:00,5/13/2020
Philipe Lins,Andrei Arlovski,3,5:00,5/13/2020
Michael Johnson,Thiago Moises,2,0:25,5/13/2020
Sarah Moras,Sijara Eubanks,3,5:00,5/13/2020
Gabriel Benitez,Omar Morales,3,5:00,5/13/2020
Hunter Azure,Brian Kelleher,2,3:40,5/13/2020
Ike Villanueva,Chase Sherman,2,0:49,5/13/2020
Dooho Choi,Jeremy Stephens,2,2:36,1/14/2018
Paige VanZant,Jessica-Rose Clark,3,5:00,1/14/2018
Emil Meek,Kamaru Usman,3,5:00,1/14/2018
Michael Johnson,Darren Elkins,2,2:22,1/14/2018
Alex White,James Krause,3,5:00,1/14/2018
Matt Frevola,Marco Polo Reyes,1,1:00,1/14/2018
Talita Bernardo,Irene Aldana,3,5:00,1/14/2018
Guido Cannetti,Kyung Ho Kang,1,4:53,1/14/2018
Kalindra Faria,Jessica Eye,3,5:00,1/14/2018
Danielle Taylor,JJ Aldrich,3,5:00,1/14/2018
Mike Santiago,Mads Burnell,3,5:00,1/14/2018
Melvin Guillard,Joe Stevenson,1,0:27,4/5/2007
Antoni Hardonk,Justin McCully,3,5:00,4/5/2007
Dokonjonosuke Mishima,Kenny Florian,3,3:57,4/5/2007
Seth Petruzelli,Wilson Gouveia,2,0:39,4/5/2007
Keita Nakamura,Drew Fickett,3,5:00,4/5/2007
Nate Mohr,Kurt Pellegrino,1,2:58,4/5/2007
Forrest Petz,Kuniyoshi Hironaka,3,5:00,4/5/2007
Rich Clementi,Roan Carneiro,3,5:00,4/5/2007
Naoyuki Kotani,Thiago Tavares,3,5:00,4/5/2007
Sam Stout,Spencer Fisher,3,5:00,6/12/2007
Roan Carneiro,Jon Fitch,2,1:07,6/12/2007
Jordan Radev,Drew McFedries,1,0:33,6/12/2007
Jason Black,Thiago Tavares,2,2:49,6/12/2007
Luigi Fioravanti,Forrest Petz,3,5:00,6/12/2007
Pete Spratt,Tamdan McCrory,2,2:04,6/12/2007
Jeff Cox,Gleison Tibau,1,1:52,6/12/2007
Chad Reiner,Anthony Johnson,1,0:13,6/12/2007
Luke Caudillo,Nate Mohr,3,5:00,6/12/2007
Artem Lobov,Cub Swanson,5,5:00,4/22/2017
Diego Sanchez,Al Iaquinta,1,1:38,4/22/2017
Marcos Rogerio de Lima,Ovince Saint Preux,2,2:11,4/22/2017
Eddie Wineland,John Dodson,3,5:00,4/22/2017
Joe Lauzon,Stevie Ray,3,5:00,4/22/2017
Jake Ellenberger,Mike Perry,2,1:05,4/22/2017
Sam Alvey,Thales Leites,3,5:00,4/22/2017
Dustin Ortiz,Brandon Moreno,2,4:06,4/22/2017
Michael McBride,Scott Holtzman,3,5:00,4/22/2017
Jessica Penne,Danielle Taylor,3,5:00,4/22/2017
Cindy Dandois,Alexis Davis,3,5:00,4/22/2017
Joe Proctor,Bryan Barberena,1,3:30,4/22/2017
Matt Schnell,Hector Sandoval,1,4:24,4/22/2017
Cub Swanson,Brian Ortega,2,3:22,12/9/2017
Jason Knight,Gabriel Benitez,3,5:00,12/9/2017
Aljamain Sterling,Marlon Moraes,1,1:07,12/9/2017
Darrell Horcher,Scott Holtzman,3,5:00,12/9/2017
Markus Perez,Eryk Anders,3,5:00,12/9/2017
Albert Morales,Benito Lopez,3,5:00,12/9/2017
Liz Carmouche,Alexis Davis,3,5:00,12/9/2017
Luke Sanders,Andre Soukhamthath,2,1:06,12/9/2017
Carls John De Tomas,Alex Perez,2,1:54,12/9/2017
Merab Dvalishvili,Frankie Saenz,3,5:00,12/9/2017
Iuri Alcantara,Alejandro Perez,3,5:00,12/9/2017
Chris Gruetzemacher,Davi Ramos,3,0:50,12/9/2017
Antonio Braga Neto,Trevin Giles,3,2:27,12/9/2017
Jeremy Stephens,Cub Swanson,5,5:00,6/28/2014
Nicholas Musoke,Kelvin Gastelum,3,5:00,6/28/2014
Andrew Craig,Cezar Ferreira,3,5:00,6/28/2014
Hacran Dias,Ricardo Lamas,3,5:00,6/28/2014
Antonio Braga Neto,Clint Hester,3,5:00,6/28/2014
James Moontasri,Joe Ellenberger,3,5:00,6/28/2014
Colton Smith,Diego Ferreira,1,0:38,6/28/2014
Johnny Bedford,Cody Gibson,1,0:38,6/28/2014
Andy Enz,Marcelo Guimaraes,3,5:00,6/28/2014
Shane Howell,Ray Borg,1,2:17,6/28/2014
Anthony Hamilton,Aleksei Oleinik,1,2:18,6/28/2014
Joshua Burkman,Mike Swick,3,5:00,1/23/2008
Drew McFedries,Patrick Cote,1,1:44,1/23/2008
Michihiro Omigawa,Thiago Tavares,3,5:00,1/23/2008
Alvin Robinson,Nate Diaz,1,3:39,1/23/2008
Alberto Crane,Kurt Pellegrino,2,1:55,1/23/2008
Dennis Siver,Gray Maynard,3,5:00,1/23/2008
Cole Miller,Jeremy Stephens,2,4:44,1/23/2008
Joe Veres,Corey Hill,2,0:37,1/23/2008
Justin Buchholz,Matt Wiman,1,2:56,1/23/2008
James Te Huna,Nate Marquardt,1,4:34,6/28/2014
Soa Palelei,Jared Rosholt,3,5:00,6/28/2014
Hatsu Hioki,Charles Oliveira,2,4:32,6/28/2014
Mike Rhodes,Robert Whittaker,3,5:00,6/28/2014
Dashon Johnson,Jake Matthews,3,3:16,6/28/2014
Roldan Sangcha'an,Richie Vaculik,3,5:00,6/28/2014
Chris Indich,Vik Grujic,1,4:55,6/28/2014
Rodrigo de Lima,Neil Magny,2,2:32,6/28/2014
Ian Entwistle,Dan Hooker,1,3:34,6/28/2014
Sean O'Connell,Gian Villante,3,5:00,6/28/2014
Ryan Bader,Glover Teixeira,1,2:55,9/4/2013
Yushin Okami,Jacare Souza,1,2:47,9/4/2013
Jussier Formiga,Joseph Benavidez,1,3:07,9/4/2013
Francisco Trinaldo,Piotr Hallmann,2,3:50,9/4/2013
Tor Troeng,Rafael Natal,3,5:00,9/4/2013
Marcos Vinicius,Ali Bagautinov,3,3:28,9/4/2013
Felipe Arantes,Edimilson Souza,3,5:00,9/4/2013
Ramiro Hernandez,Lucas Martins,1,1:10,9/4/2013
Joao Zeferino,Elias Silverio,3,5:00,9/4/2013
Keith Wisniewski,Ivan Jorge,3,5:00,9/4/2013
Yuri Villefort,Sean Spencer,3,5:00,9/4/2013
Ovince Saint Preux,Glover Teixeira,3,3:10,8/8/2015
Michael Johnson,Beneil Dariush,3,5:00,8/8/2015
Sam Alvey,Derek Brunson,1,2:19,8/8/2015
Timothy Johnson,Jared Rosholt,3,5:00,8/8/2015
Sara McMann,Amanda Nunes,1,2:53,8/8/2015
Geane Herrera,Ray Borg,3,5:00,8/8/2015
Oluwale Bamgbose,Uriah Hall,1,2:32,8/8/2015
Tom Watson,Chris Camozzi,3,5:00,8/8/2015
Willie Gates,Dustin Ortiz,3,2:58,8/8/2015
Sirwan Kakai,Frankie Saenz,3,5:00,8/8/2015
Chris Dempsey,Jonathan Wilson,1,0:50,8/8/2015
Roman Salazar,Marlon Vera,2,2:15,8/8/2015
Anthony Christodoulou,Scott Holtzman,3,2:40,8/8/2015
Din Thomas,Kenny Florian,1,4:31,9/19/2007
Terry Martin,Chris Leben,3,3:56,9/19/2007
Junior Assuncao,Nate Diaz,1,4:10,9/19/2007
Pete Sell,Nate Quarry,3,0:44,9/19/2007
Edilberto de Oliveira,Luke Cummo,1,1:45,9/19/2007
Leonard Garcia,Cole Miller,3,5:00,9/19/2007
Joe Veres,Gray Maynard,1,0:09,9/19/2007
Kuniyoshi Hironaka,Thiago Alves,2,4:04,9/19/2007
Jonathan Goulet,Dustin Hazelett,1,1:14,9/19/2007
Stephen Thompson,Anthony Pettis,2,4:55,3/23/2019
Justin Willis,Curtis Blaydes,3,5:00,3/23/2019
Jesus Pinedo,John Makdessi,3,5:00,3/23/2019
Deiveson Figueiredo,Jussier Formiga,3,5:00,3/23/2019
Steven Peterson,Luis Pena,3,5:00,3/23/2019
JJ Aldrich,Maycee Barber,2,3:01,3/23/2019
Bobby Moffett,Bryce Mitchell,3,5:00,3/23/2019
Frankie Saenz,Marlon Vera,1,1:25,3/23/2019
Alexis Davis,Jennifer Maia,3,5:00,3/23/2019
Angela Hill,Randa Markos,1,4:24,3/23/2019
Ryan MacDonald,Chris Gutierrez,3,5:00,3/23/2019
Eric Shelton,Jordan Espinosa,3,5:00,3/23/2019
Stephen Thompson,Darren Till,5,5:00,5/27/2018
Craig White,Neil Magny,1,4:32,5/27/2018
Mads Burnell,Arnold Allen,3,2:41,5/27/2018
Jason Knight,Makwan Amirkhani,3,5:00,5/27/2018
Nordine Taleb,Claudio Silva,1,4:31,5/27/2018
Eric Spicely,Darren Stewart,2,1:47,5/27/2018
Daniel Kelly,Tom Breese,1,3:33,5/27/2018
Gina Mazany,Lina Lansberg,3,5:00,5/27/2018
Brad Scott,Carlo Pedersoli Jr.,3,5:00,5/27/2018
Molly McCann,Gillian Robertson,2,2:05,5/27/2018
Trevor Smith,Elias Theodorou,3,5:00,5/27/2018
Darren Till,Jorge Masvidal,2,3:05,3/16/2019
Gunnar Nelson,Leon Edwards,3,5:00,3/16/2019
Volkan Oezdemir,Dominick Reyes,3,5:00,3/16/2019
Jose Quinonez,Nathaniel Wood,2,2:46,3/16/2019
Danny Roberts,Claudio Silva,3,2:37,3/16/2019
John Phillips,Jack Marshman,3,5:00,3/16/2019
Jordan Rinaldi,Arnold Allen,3,5:00,3/16/2019
Joe Duffy,Marc Diakiese,3,5:00,3/16/2019
Nicolae Negumereanu,Saparbeg Safarov,3,5:00,3/16/2019
Danny Henry,Dan Ige,1,1:17,3/16/2019
Priscila Cachoeira,Molly McCann,3,5:00,3/16/2019
Nad Narimani,Mike Grundy,2,4:42,3/16/2019
Stefan Struve,Alexander Volkov,3,3:30,9/2/2017
Rob Wilkinson,Siyar Bahadurzada,2,3:10,9/2/2017
Talita Bernardo,Marion Reneau,3,4:54,9/2/2017
Bryan Barberena,Leon Edwards,3,5:00,9/2/2017
Bojan Velickovic,Darren Till,3,5:00,9/2/2017
Felipe Silva,Mairbek Taisumov,1,1:24,9/2/2017
Mads Burnell,Michel Prazeres,3,1:26,9/2/2017
Desmond Green,Rustam Khabilov,3,5:00,9/2/2017
Francimar Barroso,Aleksandar Rakic,3,5:00,9/2/2017
Mike Santiago,Zabit Magomedsharipov,2,4:22,9/2/2017
Bojan Mihajlovic,Abdul-Kerim Edilov,2,2:32,9/2/2017
Andrew Holbrook,Thibault Gouti,1,4:28,9/2/2017
Kelvin Gastelum,Chris Weidman,3,3:45,7/22/2017
Dennis Bermudez,Darren Elkins,3,5:00,7/22/2017
Gian Villante,Patrick Cummins,3,5:00,7/22/2017
Thomas Almeida,Jimmie Rivera,3,5:00,7/22/2017
Lyman Good,Elizeu Zaleski dos Santos,3,5:00,7/22/2017
Rafael Natal,Eryk Anders,1,2:54,7/22/2017
Ryan LaFlare,Alex Oliveira,2,1:50,7/22/2017
Damian Grabowski,Chase Sherman,3,5:00,7/22/2017
Kyle Bochniak,Jeremy Kennedy,3,5:00,7/22/2017
Brian Kelleher,Marlon Vera,1,2:18,7/22/2017
Timothy Johnson,Junior Albini,1,2:51,7/22/2017
Godofredo Pepey,Shane Burgos,3,5:00,7/22/2017
Frankie Perez,Chris Wade,3,5:00,7/22/2017
Marcin Tybura,Fabricio Werdum,5,5:00,11/18/2017
Bec Rawlings,Jessica-Rose Clark,3,5:00,11/18/2017
Tim Means,Belal Muhammad,3,5:00,11/18/2017
Bojan Velickovic,Jake Matthews,3,5:00,11/18/2017
Daniel Kelly,Elias Theodorou,3,5:00,11/18/2017
Shane Young,Alexander Volkanovski,3,5:00,11/18/2017
Ashkan Mokhtarian,Ryan Benoit,3,2:38,11/18/2017
Will Brooks,Nik Lentz,2,2:05,11/18/2017
Rashad Coulter,Tai Tuivasa,1,4:35,11/18/2017
Damien Brown,Frank Camacho,3,5:00,11/18/2017
Alex Chambers,Nadia Kassem,3,5:00,11/18/2017
Jenel Lausa,Eric Shelton,3,5:00,11/18/2017
Anthony Hamilton,Adam Wieczorek,3,5:00,11/18/2017
Fabricio Werdum,Alexander Volkov,4,1:38,3/17/2018
Jimi Manuwa,Jan Blachowicz,3,5:00,3/17/2018
Terrion Ware,Tom Duquesnoy,3,5:00,3/17/2018
Peter Sobotta,Leon Edwards,3,4:59,3/17/2018
John Phillips,Charles Byrd,1,3:58,3/17/2018
Oliver Enkamp,Danny Roberts,1,2:12,3/17/2018
Hakeem Dawodu,Danny Henry,1,0:39,3/17/2018
Magomed Ankalaev,Paul Craig,3,4:59,3/17/2018
Stevie Ray,Kajan Johnson,3,5:00,3/17/2018
Mark Godbeer,Dmitry Sosnovskiy,2,4:29,3/17/2018
Derek Brunson,Robert Whittaker,1,4:07,11/26/2016
Jake Matthews,Andrew Holbrook,3,5:00,11/26/2016
Kyle Noke,Omari Akhmedov,3,5:00,11/26/2016
Yusuke Kasuya,Alexander Volkanovski,2,2:06,11/26/2016
Khalil Rountree Jr.,Tyson Pedro,1,4:07,11/26/2016
Seo Hee Ham,Danielle Taylor,3,5:00,11/26/2016
Chris Camozzi,Daniel Kelly,3,5:00,11/26/2016
Jon Tuck,Damien Brown,3,5:00,11/26/2016
Richard Walsh,Jonathan Meunier,3,5:00,11/26/2016
Geane Herrera,Ben Nguyen,3,5:00,11/26/2016
Dan Hooker,Jason Knight,3,5:00,11/26/2016
Guangyou Ning,Marlon Vera,3,5:00,11/26/2016
Yao Zhikui,Jenel Lausa,3,5:00,11/26/2016
Tyron Woodley,Gilbert Burns,5,5:00,5/30/2020
Blagoy Ivanov,Augusto Sakai,3,5:00,5/30/2020
Spike Carlyle,Billy Quarantillo,3,5:00,5/30/2020
Brok Weaver,Roosevelt Roberts,2,3:26,5/30/2020
Hannah Cifers,Mackenzie Dern,1,2:36,5/30/2020
Antonina Shevchenko,Katlyn Chookagian,3,5:00,5/30/2020
Gabe Green,Daniel Rodriguez,3,5:00,5/30/2020
Klidson Abreu,Jamahal Hill,1,1:51,5/30/2020
Tim Elliott,Brandon Royval,2,3:18,5/30/2020
Louis Smolka,Casey Kenney,1,3:03,5/30/2020
Vince Morales,Chris Gutierrez,2,4:27,5/30/2020
Calvin Kattar,Zabit Magomedsharipov,3,5:00,11/9/2019
Greg Hardy,Alexander Volkov,3,5:00,11/9/2019
Zelim Imadaev,Danny Roberts,2,4:54,11/9/2019
Khadis Ibragimov,Ed Herman,3,5:00,11/9/2019
Ramazan Emeev,Anthony Rocco Martin,3,5:00,11/9/2019
Klidson Abreu,Shamil Gamzatov,3,5:00,11/9/2019
Dalcha Lungiambula,Magomed Ankalaev,3,0:29,11/9/2019
Sergey Khandozhko,Rustam Khabilov,3,5:00,11/9/2019
Roman Kopylov,Karl Roberson,3,4:01,11/9/2019
Abubakar Nurmagomedov,David Zawada,1,2:50,11/9/2019
Alexander Yakovlev,Roosevelt Roberts,3,5:00,11/9/2019
Jessica-Rose Clark,Pannie Kianzad,3,5:00,11/9/2019
Grigory Popov,Davey Grant,3,5:00,11/9/2019
Demetrious Johnson,Dominick Cruz,5,5:00,10/1/2011
Pat Barry,Stefan Struve,2,3:22,10/1/2011
Charlie Brenneman,Anthony Johnson,1,2:49,10/1/2011
Mac Danzig,Matt Wiman,3,5:00,10/1/2011
Rafaello Oliveira,Yves Edwards,2,2:44,10/1/2011
Michael Johnson,Paul Sass,1,3:00,10/1/2011
Byron Bloodworth,Mike Easton,2,4:52,10/1/2011
Shane Roller,TJ Grant,3,2:12,10/1/2011
Keith Wisniewski,Josh Neer,2,5:00,10/1/2011
Joseph Sandoval,Walel Watson,1,1:17,10/1/2011
Dan Hardy,Chris Lytle,3,4:16,8/14/2011
Jim Miller,Benson Henderson,3,5:00,8/14/2011
Charles Oliveira,Donald Cerrone,1,3:01,8/14/2011
Amir Sadollah,Duane Ludwig,3,5:00,8/14/2011
CB Dollaway,Jared Hamman,2,3:38,8/14/2011
Eddie Wineland,Joseph Benavidez,3,5:00,8/14/2011
Kyle Noke,Ed Herman,1,4:15,8/14/2011
Karlos Vemola,Ronny Markes,3,5:00,8/14/2011
Alex Caceres,Jimy Hettes,2,3:12,8/14/2011
TJ O'Brien,Cole Miller,2,2:38,8/14/2011
Danny Castillo,Jacob Volkmann,3,5:00,8/14/2011
Jason Reinhardt,Edwin Figueroa,2,0:50,8/14/2011
Vladimir Matyushenko,Jon Jones,1,1:52,8/1/2010
Mark Munoz,Yushin Okami,3,5:00,8/1/2010
John Howard,Jake Ellenberger,3,2:21,8/1/2010
Tyson Griffin,Takanori Gomi,1,1:04,8/1/2010
Paul Kelly,Jacob Volkmann,3,5:00,8/1/2010
DaMarques Johnson,Matthew Riddle,2,4:29,8/1/2010
James Irvin,Igor Pokrajac,1,2:29,8/1/2010
Mike Massenzio,Brian Stann,3,3:10,8/1/2010
Darren Elkins,Charles Oliveira,1,0:41,8/1/2010
Steve Steinbeiss,Rob Kimmons,3,5:00,8/1/2010
Pat Barry,Cheick Kongo,1,2:39,6/26/2011
Rick Story,Charlie Brenneman,3,5:00,6/26/2011
John Howard,Matt Brown,3,5:00,6/26/2011
Christian Morecraft,Matt Mitrione,2,4:28,6/26/2011
Manvel Gamburyan,Tyson Griffin,3,5:00,6/26/2011
Joe Stevenson,Javier Vazquez,3,5:00,6/26/2011
Curt Warburton,Joe Lauzon,1,1:58,6/26/2011
Daniel Roberts,Rich Attonito,3,5:00,6/26/2011
Charles Oliveira,Nik Lentz,2,1:48,6/26/2011
Matt Grice,Ricardo Lamas,1,4:41,6/26/2011
Edward Faaloloto,Michael Johnson,1,4:42,6/26/2011
Martin Kampmann,Diego Sanchez,3,5:00,3/3/2011
CB Dollaway,Mark Munoz,1,0:54,3/3/2011
Alessio Sakara,Chris Weidman,3,5:00,3/3/2011
Damacio Page,Brian Bowles,1,3:30,3/3/2011
Steve Cantwell,Cyrille Diabate,3,5:00,3/3/2011
Joe Stevenson,Danny Castillo,3,5:00,3/3/2011
Thiago Tavares,Shane Roller,2,1:28,3/3/2011
Reuben Duran,Takeya Mizugaki,3,5:00,3/3/2011
Rob Kimmons,Dongi Yang,2,4:47,3/3/2011
David Branch,Rousimar Palhares,2,1:44,3/3/2011
Todd Brown,Igor Pokrajac,1,5:00,3/3/2011
Brandon Vera,Jon Jones,1,3:19,3/21/2010
Gabriel Gonzaga,Junior Dos Santos,1,3:53,3/21/2010
Paul Buentello,Cheick Kongo,3,1:16,3/21/2010
James Irvin,Alessio Sakara,1,3:01,3/21/2010
Shannon Gugerty,Clay Guida,2,3:40,3/21/2010
Eliot Marshall,Vladimir Matyushenko,3,5:00,3/21/2010
Duane Ludwig,Darren Elkins,1,0:44,3/21/2010
Daniel Roberts,John Howard,1,2:01,3/21/2010
Chase Gormley,Brendan Schaub,1,0:47,3/21/2010
Julio Paulino,Mike Pierce,3,5:00,3/21/2010
Eric Schafer,Jason Brilz,3,5:00,3/21/2010
Rich Franklin,Cung Le,1,2:17,11/10/2012
Stanislav Nedkov,Thiago Silva,3,1:45,11/10/2012
Paulo Thiago,Dong Hyun Kim,3,5:00,11/10/2012
Mac Danzig,Takanori Gomi,3,5:00,11/10/2012
Tiequan Zhang,Jon Tuck,3,5:00,11/10/2012
Jeff Hougland,Takeya Mizugaki,3,5:00,11/10/2012
Motonobu Tezuka,Alex Caceres,3,5:00,11/10/2012
Yasuhiro Urushitani,John Lineker,3,5:00,11/10/2012
Tom DeBlass,Riki Fukuda,3,5:00,11/10/2012
Jim Miller,Nate Diaz,2,4:09,5/5/2012
Josh Koscheck,Johny Hendricks,3,5:00,5/5/2012
Rousimar Palhares,Alan Belcher,1,4:18,5/5/2012
Pat Barry,Lavar Johnson,1,4:38,5/5/2012
Tony Ferguson,Michael Johnson,3,5:00,5/5/2012
Tim Elliott,John Dodson,3,5:00,5/5/2012
Pascal Krauss,John Hathaway,3,5:00,5/5/2012
John Lineker,Louis Gaudinot,2,4:54,5/5/2012
John Cholish,Danny Castillo,3,5:00,5/5/2012
Pablo Garza,Dennis Bermudez,3,5:00,5/5/2012
Nick Denis,Roland Delorme,1,4:59,5/5/2012
Mike Massenzio,Karlos Vemola,2,1:07,5/5/2012
Renan Barao,TJ Dillashaw,4,0:35,7/25/2015
Jessica Eye,Miesha Tate,3,5:00,7/25/2015
Paul Felder,Edson Barboza,3,5:00,7/25/2015
Takanori Gomi,Joe Lauzon,1,2:37,7/25/2015
Gian Villante,Tom Lawlor,2,0:27,7/25/2015
Danny Castillo,Jim Miller,3,5:00,7/25/2015
Kenny Robertson,Ben Saunders,3,5:00,7/25/2015
Eddie Wineland,Bryan Caraway,3,5:00,7/25/2015
Daron Cruickshank,James Krause,1,1:27,7/25/2015
Ramsey Nijem,Andrew Holbrook,3,5:00,7/25/2015
Jessamyn Duke,Elizabeth Phillips,3,5:00,7/25/2015
Dominique Steele,Zak Cummings,1,0:43,7/25/2015
Donald Cerrone,Rafael Dos Anjos,1,1:06,12/19/2015
Junior Dos Santos,Alistair Overeem,2,4:43,12/19/2015
Michael Johnson,Nate Diaz,3,5:00,12/19/2015
Randa Markos,Karolina Kowalkiewicz,3,5:00,12/19/2015
Myles Jury,Charles Oliveira,1,3:05,12/19/2015
CB Dollaway,Nate Marquardt,2,0:28,12/19/2015
Sarah Kaufman,Valentina Shevchenko,3,5:00,12/19/2015
Josh Samman,Tamdan McCrory,3,4:10,12/19/2015
Danny Castillo,Nik Lentz,3,5:00,12/19/2015
Jim Alers,Cole Miller,2,1:34,12/19/2015
Leon Edwards,Kamaru Usman,3,5:00,12/19/2015
Hayder Hassan,Vicente Luque,1,2:13,12/19/2015
Luis Henrique,Francis Ngannou,2,2:53,12/19/2015
Stipe Miocic,Junior Dos Santos,5,5:00,12/13/2014
Nate Diaz,Rafael Dos Anjos,3,5:00,12/13/2014
Stefan Struve,Alistair Overeem,1,4:13,12/13/2014
Gabriel Gonzaga,Matt Mitrione,1,1:59,12/13/2014
Claudia Gadelha,Joanna Jedrzejczyk,3,5:00,12/13/2014
Willie Gates,John Moraga,3,4:06,12/13/2014
Joe Riggs,Ben Saunders,1,0:57,12/13/2014
Jamie Varner,Drew Dober,1,1:52,12/13/2014
Joe Ellenberger,Bryan Barberena,3,3:24,12/13/2014
Garett Whiteley,David Michaud,3,5:00,12/13/2014
Dustin Kimura,Henry Cejudo,3,5:00,12/13/2014
Anthony Birchak,Ian Entwistle,1,1:04,12/13/2014
Phil Davis,Rashad Evans,5,5:00,1/28/2012
Michael Bisping,Chael Sonnen,3,5:00,1/28/2012
Demian Maia,Chris Weidman,3,5:00,1/28/2012
Nik Lentz,Evan Dunham,2,5:00,1/28/2012
